#{"t_start": 1777634231.6954997, "env_id": "crossy-road-notebook/CrossyRoad-v0"}
r,l,t
3.15,22,50.878493
-3.5,6,50.915602
-2.1,12,50.995777
-3.35,5,51.024315
-4.2,3,51.055033
3.55,20,51.168815
1.05,12,51.247449
6.1,36,51.494092
-3.1,13,51.578783
-0.7,21,51.70222
-1.8,10,51.760427
-2.35,15,51.867155
-3.9,11,51.930827
-4.9,10,52.001117
0.25,13,52.098578
-3.7,8,52.154156
-1.75,21,52.262585
0.65,16,52.367061
-4.1,2,52.384429
-0.95,22,52.514235
-3.3,4,52.539718
-2.85,10,52.600881
-4.2,3,52.621594
-4.1,12,52.70515
-4.2,3,52.72563
-0.85,12,52.804709
-3.25,4,52.834496
-4.5,6,52.887699
-4.8,9,53.265103
-3.1,13,53.357278
-1.65,9,53.408861
-2.95,12,53.493569
-0.75,10,53.571708
-2.95,11,53.65922
-1.7,9,53.738363
-2.6,9,53.796383
1.05,12,56.504064
-2.45,8,56.570755
-3.35,15,56.695146
-3.95,12,56.802087
2.05,13,56.902113
-1.4,5,56.94957
-2.95,11,57.031116
-1.0,13,57.133652
-4.9,10,57.222881
-3.8,19,57.364045
3.65,28,57.617438
2.8,27,57.836214
0.4,18,57.984998
0.85,24,58.162691
-3.15,3,58.183774
-1.95,11,58.262848
1.95,13,58.342848
-4.2,3,58.366888
-0.45,17,58.477759
0.55,7,58.534282
-3.2,14,58.626406
-4.1,2,58.643052
-4.1,2,58.657953
-1.6,18,58.793096
-2.1,12,58.889742
-3.3,14,59.030911
-3.4,5,59.076815
-1.7,8,59.149158
-0.25,14,59.252226
0.55,37,59.478822
-1.35,17,59.584705
-1.5,8,59.638987
1.95,13,60.032082
-4.5,6,60.081923
1.5,8,60.147531
-3.35,5,60.197634
-2.7,9,60.268157
-0.3,18,60.430542
-2.8,9,60.484777
-1.1,13,60.582897
6.45,31,63.837306
-0.5,7,63.888618
-4.2,3,63.910153
-0.95,22,64.071568
-3.8,9,64.130853
6.9,35,64.373741
-1.1,13,64.485136
-4.1,12,64.577102
-2.6,8,64.666277
-3.15,3,64.694724
1.35,9,64.776119
4.4,29,64.980589
-4.2,3,65.007713
11.75,58,65.388004
3.3,11,65.487522
0.4,10,65.561451
-4.2,3,65.589834
-3.6,7,65.652016
1.55,18,65.827915
-3.65,8,65.900228
-1.4,6,65.940015
-1.45,8,66.013603
3.5,18,66.1372
-0.75,9,66.185973
1.55,21,66.311877
-3.55,7,66.362256
-4.1,2,66.386061
-3.25,4,66.415375
-3.4,5,66.461349
-2.6,7,66.524585
-0.4,6,66.570324
-3.2,3,66.598931
4.2,25,66.783187
-2.25,4,66.818987
-0.35,6,67.203004
-2.05,22,67.348014
-4.0,21,67.475105
-2.35,5,67.506119
-2.6,7,67.547463
-3.15,3,67.5702
-0.85,12,67.672646
2.15,31,67.882801
-4.5,6,70.621819
-2.85,10,70.696259
-0.25,26,70.900671
-4.6,7,70.964508
0.2,20,71.102408
-4.1,2,71.125498
1.0,13,71.236486
2.9,31,71.487648
-1.25,5,71.535196
-1.55,7,71.60341
-4.6,7,71.668047
-0.6,8,71.744159
-2.25,4,71.77589
1.1,12,71.881691
-4.1,2,71.897702
4.35,20,72.040761
-3.4,5,72.071822
3.7,17,72.197271
4.05,15,72.284631
-3.3,4,72.310144
-4.2,3,72.333375
1.95,13,72.43126
3.8,35,72.643822
-1.4,8,72.707183
0.8,15,72.807768
-1.25,14,72.917455
2.4,29,73.116551
-2.65,8,73.167055
1.8,15,73.255603
1.2,19,73.391427
1.45,19,73.907381
-2.05,14,74.01878
1.2,11,74.092707
-3.8,9,74.153382
-3.6,7,74.219395
-1.25,26,74.441549
1.05,14,74.554406
-4.1,2,74.575132
-3.75,9,74.63287
-2.25,5,74.679229
-3.75,9,74.740064
-2.2,4,74.765337
-3.15,3,74.789264
0.5,31,77.580226
-4.1,2,77.601847
0.4,17,77.750381
3.05,15,77.863363
-4.1,2,77.881093
-3.7,10,77.950948
8.0,36,78.189713
1.25,20,78.338375
4.1,22,78.489896
-2.6,8,78.542695
4.95,24,78.694666
8.75,28,78.86574
13.45,53,79.171521
4.45,43,79.459039
-4.15,13,79.546184
5.7,17,79.646842
6.8,26,79.820523
3.25,34,80.455558
-4.1,2,80.478287
-0.55,8,80.533845
-0.65,8,80.58816
1.3,10,80.653016
-3.5,6,80.701615
2.15,11,80.772898
-3.35,5,80.809645
-2.5,6,80.854692
-1.9,11,80.923142
-3.2,3,80.950037
3.15,12,81.038254
-1.3,14,81.156237
-1.45,7,81.229649
-1.5,8,81.304229
-4.2,3,84.114767
1.4,19,84.221576
-0.75,10,84.300491
-3.3,4,84.333628
-4.2,3,84.361185
-3.75,19,84.500241
-4.7,8,84.550628
1.6,8,84.610881
0.05,16,84.711477
-4.1,2,84.728204
2.4,20,84.872612
-4.6,17,84.971342
-3.6,17,85.064655
-2.4,5,85.108379
5.1,99,85.729704
-2.5,7,85.781661
5.8,18,85.901989
-4.8,9,85.963083
-2.45,8,86.016019
-4.0,11,86.082194
-1.85,11,86.158196
-1.5,18,86.269465
-3.3,5,86.303417
0.7,25,86.438651
-2.75,30,86.965234
5.6,38,87.19969
0.7,26,87.358737
-0.15,14,87.437848
-2.45,6,87.48868
1.2,11,87.557775
-2.5,8,87.620107
-4.2,13,87.716233
-2.45,6,87.753233
2.45,18,90.724941
0.2,10,90.816669
5.6,17,91.004328
-2.1,22,91.203567
-4.3,4,91.246941
-2.4,16,91.373152
-4.3,4,91.413259
-3.15,3,91.432752
-2.8,20,91.556045
-2.15,13,91.640742
-0.4,6,91.676056
-0.55,7,91.721184
1.9,14,91.823801
-3.1,12,91.919611
-1.75,19,92.10025
-4.1,2,92.129946
-4.7,8,92.209187
2.05,12,92.32186
-3.25,4,92.358559
-4.1,2,92.382851
-4.3,4,92.414217
3.8,37,92.649491
-2.45,16,92.766407
-1.45,6,92.805491
-2.2,4,92.836723
-0.75,19,93.008254
-1.85,10,93.133153
-4.1,2,93.162965
-4.3,4,93.210776
-3.2,3,93.247993
-4.15,13,93.370146
2.05,14,93.462498
-4.2,3,93.499214
-3.6,18,93.989826
-1.55,7,94.090497
-0.85,13,94.264424
-4.0,22,94.470018
-5.3,14,94.567184
-4.05,12,94.666905
-2.4,26,94.843824
0.15,12,94.936099
2.7,18,95.062712
-5.8,19,95.194876
-2.1,13,97.743637
-3.8,9,97.801454
2.1,12,97.88583
2.95,24,98.067734
-1.65,9,98.124294
0.5,18,98.242154
-1.45,7,98.282272
-0.7,9,98.332666
-1.75,10,98.388561
0.05,12,98.462568
-3.75,9,98.515323
-1.55,7,98.569139
-3.5,8,98.623198
-2.35,5,98.655379
0.6,16,98.785418
0.35,8,98.839371
0.0,11,98.91589
0.85,14,99.017867
-3.4,5,99.061864
-2.7,9,99.133587
7.0,23,99.324677
-3.65,8,99.393294
-2.35,5,99.431491
-0.5,7,99.486484
5.55,19,99.617869
-2.45,16,99.789911
9.55,40,100.103456
-2.7,18,100.532976
-1.6,8,100.579986
6.6,19,100.702091
-2.7,10,100.755117
-4.2,3,100.777339
0.25,9,100.846469
-4.1,2,100.864951
-3.15,3,100.901473
1.2,10,100.981297
-3.9,10,101.053847
10.8,29,101.260441
18.25,46,101.911589
-2.7,9,101.987514
-4.1,2,102.034558
-3.5,6,105.52143
-4.5,16,105.657264
-4.3,4,105.695515
-3.55,8,105.762099
-4.3,14,105.879148
6.5,19,106.069107
0.15,11,106.229159
-2.55,7,106.357959
7.8,19,106.553676
-2.4,5,106.648357
-4.8,9,106.767345
1.1,11,106.914873
3.15,32,107.302544
1.5,8,107.408817
3.4,19,107.618271
2.75,17,107.825053
-2.35,5,107.888607
8.85,27,108.203121
-0.5,7,108.299874
-5.0,11,108.435649
-4.2,3,108.487138
7.95,26,108.827913
-4.1,2,108.856441
0.4,8,108.938832
4.55,40,109.524384
-1.85,10,110.068443
-0.05,12,110.1581
-3.7,8,110.264925
-1.7,8,110.36994
2.2,20,110.555912
0.15,25,110.7342
6.4,20,110.859557
-4.4,5,110.923828
-0.45,7,110.97912
-2.25,4,111.019378
1.0,13,111.123608
-0.9,11,111.221791
-4.3,4,111.272851
-2.2,4,111.318471
-2.75,11,111.440466
-1.4,5,111.484806
-0.5,7,111.540466
-1.6,17,114.576123
-2.35,15,114.665029
0.25,10,114.733104
-3.25,16,114.838329
-3.25,4,114.909676
-2.55,7,114.992735
-4.1,2,115.010448
-2.9,10,115.087835
-4.7,8,115.144518
4.25,22,115.304358
-0.8,22,115.489017
-2.25,4,115.515859
5.6,18,115.61991
2.2,12,115.692728
-1.75,9,115.758446
-5.9,40,116.022741
7.35,32,116.214684
0.3,21,116.341601
-2.2,4,116.374398
-2.25,4,116.399165
-2.2,14,116.490765
-3.4,5,116.528936
-3.55,37,117.633826
-2.7,19,117.756653
-3.25,4,117.790953
-3.1,12,117.875499
-4.95,31,118.066683
-4.3,4,118.098091
-1.75,9,118.156829
5.95,15,118.261863
-3.25,14,118.363167
-1.05,13,118.45457
1.05,14,118.545641
-3.3,4,118.577804
-2.7,8,118.62793
-4.8,9,118.698279
-1.65,29,118.87926
-5.0,21,121.772759
-3.55,7,121.842021
-3.35,5,121.886148
-4.5,16,122.022854
-4.5,6,122.066773
-2.25,4,122.093124
-3.15,3,122.118126
0.5,17,122.227372
0.1,12,122.302243
-3.6,7,122.356871
-1.4,5,122.394845
0.4,31,122.592239
-3.65,8,122.642526
-1.05,13,122.747991
2.8,16,122.84412
-4.1,2,122.858849
1.3,19,122.973607
-1.65,8,123.022
2.65,35,123.238235
-3.3,4,123.27057
-4.2,3,123.288827
-0.8,10,123.361227
-3.25,37,123.702245
-2.25,4,123.755373
5.9,15,123.891414
-4.1,13,124.644853
-2.75,9,124.726095
3.2,10,124.79291
-1.65,8,124.843646
1.4,9,124.903261
-4.75,20,125.050786
-4.6,7,125.094184
3.15,12,125.167732
3.8,17,125.319684
3.95,34,125.52268
-3.35,5,125.556678
-1.8,10,125.615421
15.25,45,125.884397
-2.0,12,128.523852
-3.2,3,128.549982
-4.1,2,128.572981
-2.6,7,128.629688
8.1,23,128.770023
-4.1,2,128.786038
-4.4,5,128.819965
-2.55,7,128.865303
6.65,26,129.035018
2.25,19,129.168605
-0.6,9,129.227901
-4.1,2,129.242162
-4.4,5,129.277536
6.5,18,129.385564
5.55,42,129.62794
-3.7,19,129.76181
-3.15,3,129.786589
-1.55,7,129.830413
-1.35,5,129.870467
-4.1,2,129.890339
-1.3,15,129.980061
-1.7,9,130.039221
2.6,18,130.156525
5.25,32,130.36318
-4.3,4,130.401753
0.5,8,130.764748
-3.05,12,130.873019
-1.15,13,130.967227
0.15,21,131.089327
-0.45,7,131.141501
-3.25,4,131.174639
-4.1,2,131.190013
-4.0,11,131.252842
-2.45,16,131.353836
-1.4,8,131.411486
-1.55,7,131.463447
-3.15,3,131.491462
16.75,49,131.884351
-0.1,13,131.994443
-3.6,7,132.058014
-3.15,3,132.085271
-2.25,4,132.123138
6.15,14,132.23758
2.25,21,132.379555
-0.75,10,135.109863
29.35,56,135.479638
3.45,20,135.604765
-4.2,3,135.630649
17.45,47,135.930539
5.95,14,136.02474
-2.25,4,136.052203
-1.75,19,136.178698
-2.35,5,136.216386
7.15,33,136.427047
-1.7,19,136.551391
-3.7,8,136.61413
-1.15,13,136.703161
-2.95,22,136.839577
-1.75,9,136.91314
-2.55,7,137.279538
-2.25,15,137.390801
-0.65,8,137.444918
-3.15,13,137.550009
-3.2,13,137.629048
-7.1,32,137.829237
-4.2,3,137.853968
-2.35,5,137.891852
0.75,17,137.998371
0.25,11,138.070776
0.35,8,138.136729
-0.7,19,138.261922
-1.8,10,138.322294
11.95,30,138.540869
-5.0,11,138.616474
1.2,11,138.691996
-0.25,46,141.88743
-4.75,19,142.015389
0.05,22,142.165591
-4.1,2,142.193452
2.0,13,142.280734
6.9,27,142.482905
1.4,19,142.593686
-4.1,2,142.608603
3.1,22,142.741141
0.5,7,142.779154
7.7,25,142.962828
-1.15,39,143.218274
1.05,12,143.30075
1.8,25,143.461601
-1.45,6,143.504854
-3.05,12,143.990091
3.9,26,144.190547
9.0,35,144.42343
5.35,29,144.628608
-2.65,29,144.838375
11.45,43,145.130664
-4.2,3,145.15633
-3.05,12,145.234891
-2.15,23,145.389413
-2.25,4,145.415519
-5.1,12,145.491304
-4.5,6,145.534931
-4.6,17,148.335315
4.9,45,148.629848
0.4,8,148.696037
-0.55,7,148.750168
-2.55,7,148.796031
-0.1,13,148.882529
-4.1,2,148.90169
-1.0,12,148.979819
-4.2,3,148.998047
6.35,30,149.199242
-2.05,12,149.283571
-4.4,5,149.331571
11.75,50,149.649811
2.65,47,149.938638
1.4,9,149.996341
-3.35,5,150.283592
-5.9,20,150.409075
3.95,23,150.560501
1.4,20,150.688495
6.3,20,150.858937
5.35,12,150.961438
0.1,12,151.045264
-3.5,6,151.088988
3.1,12,151.184586
-3.5,6,151.234674
-2.6,7,151.285342
-3.25,4,151.315889
2.85,15,151.427818
6.75,43,151.719908
10.5,43,152.08882
-0.45,6,152.136076
-3.75,9,155.657326
-2.5,8,155.708545
0.25,11,155.795894
-3.6,7,155.87311
8.5,20,156.025295
-3.25,4,156.05774
2.85,15,156.170834
-1.0,13,156.26701
2.1,12,156.35148
-4.2,3,156.374273
0.55,7,156.420956
4.0,12,156.500993
-5.0,11,156.570771
-0.4,18,156.69922
-0.85,12,156.779019
-3.35,15,156.87497
2.4,9,156.939312
-2.25,4,156.969393
1.65,16,157.093907
-1.25,5,157.138893
0.75,14,157.232696
-2.65,48,157.863322
-4.1,2,157.879052
0.4,21,158.019306
-1.5,7,158.070749
-1.7,8,158.136083
-0.85,10,158.198484
-3.6,7,158.253725
-4.8,19,158.39856
-3.5,6,158.441733
-4.7,18,158.572904
1.9,13,158.659296
2.2,11,158.746148
5.65,19,158.879
0.45,18,159.008221
-4.9,10,159.089267
-2.6,7,159.154081
-2.25,4,159.191344
-0.8,10,159.270074
-4.5,6,159.312154
-2.3,5,159.348642
-2.45,7,159.402718
-2.55,9,159.48133
-4.5,6,159.523958
-1.3,5,159.556677
-3.5,7,159.612072
-4.9,10,162.508841
1.15,11,162.585117
-4.1,2,162.599769
2.15,11,162.667478
-2.6,8,162.718373
2.55,59,163.136408
-1.95,11,163.216725
-0.15,15,163.366404
-2.55,7,163.432741
-4.4,5,163.484191
9.25,32,163.758367
-2.3,15,163.871209
-3.05,23,164.047678
-3.35,5,164.091516
-2.85,10,164.183689
-0.25,14,164.287245
-3.35,5,164.605023
-2.2,14,164.704431
-3.2,4,164.740221
2.9,13,164.825995
-3.35,5,164.884525
-1.05,22,165.034558
-3.3,4,165.073534
-4.3,4,165.106693
-1.75,9,165.174826
-1.85,20,165.299163
-0.4,7,165.35081
-1.55,8,165.410796
-4.5,6,165.46079
-3.75,9,165.516874
4.75,36,165.748743
-4.3,4,165.797447
-4.1,2,165.812704
4.15,22,165.942751
-3.3,6,165.983835
-3.15,3,166.003831
-1.35,6,166.04095
-3.15,3,166.05893
1.7,14,166.147565
4.5,18,166.268882
10.1,34,166.468946
-3.55,7,169.079047
-1.6,9,169.13377
8.2,34,169.362456
-0.65,9,169.432427
-2.25,4,169.455755
-3.5,6,169.501698
-2.25,4,169.525644
0.1,31,169.719962
-4.15,25,169.890608
8.55,28,170.092101
-3.65,8,170.153068
0.6,16,170.274131
7.85,28,170.52346
1.5,38,171.215634
-4.1,2,171.232734
-2.5,7,171.295122
-5.3,14,171.409562
2.7,16,171.540511
-1.45,16,171.666067
5.75,26,171.863973
-4.4,5,171.918736
-2.8,9,171.983317
12.25,52,172.369437
-1.85,11,172.457528
-0.95,12,172.537788
-2.8,9,172.588661
-2.25,4,172.619134
-4.2,3,172.649343
-4.3,4,172.67326
-2.2,4,172.718396
-0.7,9,172.790872
-1.05,13,172.886545
14.4,45,173.332715
0.25,20,176.10663
0.65,17,176.227223
-3.15,3,176.254694
-4.1,2,176.272133
1.25,11,176.367796
1.0,14,176.47265
-2.75,9,176.543356
-2.9,11,176.614993
-1.35,5,176.675563
-2.25,14,176.778018
-3.1,12,176.861062
-0.5,9,176.922856
-3.7,9,176.993998
-3.6,7,177.042683
-4.4,5,177.079575
-1.65,8,177.141934
2.9,14,177.233105
1.95,14,177.348594
-1.75,9,177.419993
-0.25,16,177.525526
-4.5,6,177.578195
7.85,47,178.774515
-5.6,17,178.893311
-3.4,5,178.937445
-5.2,13,179.036029
-1.45,6,179.0854
-3.15,3,179.112565
11.85,39,179.381732
0.4,8,179.441348
-4.1,2,179.466254
-4.6,7,179.509262
-4.5,6,179.548246
-4.75,29,179.773855
-3.45,6,179.818042
-3.5,16,179.960886
9.3,23,180.118493
-0.4,6,180.164883
2.8,16,180.271621
15.5,41,180.551172
-3.6,7,180.597301
1.9,25,183.717871
4.7,16,183.844293
8.3,30,184.036313
-0.7,9,184.11194
-4.3,4,184.155812
1.0,23,184.320982
2.15,11,184.408845
-4.3,4,184.444231
-3.4,5,184.494524
-3.25,4,184.521029
-2.2,4,184.556
4.55,18,184.689393
1.85,15,184.806286
4.45,20,184.971835
0.05,12,185.061049
3.35,10,185.680364
7.95,23,185.902486
-1.5,8,185.953508
-4.4,5,185.991975
-4.3,4,186.024271
-0.6,8,186.084165
-1.7,8,186.177277
2.45,10,186.291918
-3.15,3,186.325092
-3.4,5,186.392399
-4.1,2,186.412919
1.0,12,186.52657
-1.35,5,186.570642
-0.3,6,186.629763
-2.55,7,186.69126
-3.55,8,186.75741
2.7,18,186.914272
-3.8,9,187.001886
-2.3,5,187.059388
-3.1,12,187.144011
-1.3,5,187.182673
-4.1,2,187.205011
-0.85,22,187.381618
-3.4,15,187.497352
-3.6,27,187.68877
7.8,27,187.900224
1.0,13,188.008723
-1.45,7,188.060523
5.95,15,188.180779
-3.0,22,191.423857
-2.05,12,191.506813
1.35,10,191.56646
-4.1,2,191.587457
-4.2,3,191.607207
-1.45,6,191.646534
-3.15,3,191.667315
11.8,38,191.967759
-3.3,4,192.003825
-2.35,5,192.038592
5.65,19,192.229769
-1.5,7,192.279126
-2.45,6,192.325849
-2.25,4,192.372864
-2.25,4,192.408315
-4.5,6,192.462171
-0.7,9,192.528697
2.75,16,192.639441
-1.5,8,192.698148
15.15,46,193.270546
-4.7,8,193.3258
-0.15,13,193.420179
-0.75,10,193.490053
-3.5,6,193.539112
5.5,19,193.678005
-0.45,6,193.733336
-3.0,21,193.888002
5.1,23,194.06988
7.75,17,194.21231
2.4,9,194.284168
-3.2,13,194.373825
-3.3,4,194.40243
5.45,51,194.747459
-0.55,8,194.798142
-3.45,6,194.84646
-3.3,4,194.879562
-0.35,6,194.92693
-2.7,10,195.00761
-4.5,6,195.04942
-2.1,13,195.124817
-3.3,5,195.158775
-4.1,2,195.173034
-4.2,3,195.191606
-2.45,6,195.235589
-2.65,8,195.287154
7.95,24,198.666968
-3.3,4,198.709339
0.3,10,198.790954
-4.15,15,198.91627
-1.35,15,199.053782
-4.1,2,199.079029
-2.2,4,199.110653
-4.5,6,199.155671
-2.5,9,199.249507
-1.1,24,199.468678
-3.0,41,199.820462
-3.45,6,199.873995
0.65,15,199.994078
-3.7,8,200.073288
3.9,24,200.702661
-1.4,6,200.767062
-4.5,6,200.827067
1.55,19,200.975206
1.9,15,201.104973
-0.9,12,201.194929
-1.35,6,201.247628
-3.3,4,201.281302
5.45,30,201.507114
-2.25,4,201.53628
3.9,25,201.71905
0.2,30,201.941257
2.75,16,202.070983
0.0,13,202.167901
-1.85,11,202.253882
2.35,19,202.400395
-4.3,24,202.56482
-4.2,3,202.59043
-2.2,4,202.621187
-2.25,14,202.749488
-4.1,2,202.768104
-1.1,15,202.888216
3.15,25,203.082819
-0.45,7,203.145458
0.25,20,206.382741
-1.85,11,206.482211
7.9,25,206.647577
1.05,22,206.80463
-0.75,10,206.879804
0.25,11,206.958288
-1.25,14,207.062297
-5.15,23,207.235454
-4.6,7,207.296458
2.9,24,207.515077
-1.75,10,207.625238
-2.5,6,208.108428
0.45,9,208.18526
1.65,15,208.311519
-1.0,13,208.398843
-0.8,10,208.480128
-3.8,9,208.545107
-4.1,2,208.562113
0.65,26,208.749698
1.45,10,208.831219
-2.4,8,208.90278
-3.2,3,208.931066
6.55,29,209.126332
-4.1,2,209.144672
-1.5,7,209.195993
-4.0,11,209.276552
2.6,27,209.546039
-4.1,2,209.564756
-2.8,9,209.662419
-2.55,7,209.747013
-1.65,19,209.927073
-3.4,5,209.97087
1.05,12,210.066747
-0.25,15,210.170915
3.5,19,210.314936
-1.1,23,210.515657
-3.2,15,210.675567
-4.2,3,210.715573
9.3,33,210.996584
-4.3,4,214.08631
6.95,25,214.277914
-3.9,10,214.366295
-2.55,7,214.423056
-5.2,13,214.525321
-4.0,11,214.618274
-4.1,2,214.638125
-4.3,4,214.673787
-2.25,4,214.720877
2.1,12,214.813968
-1.7,8,214.866699
1.35,9,214.942255
-1.4,26,215.11891
27.45,85,216.801661
6.15,22,217.014521
-3.15,3,217.042573
-4.5,6,217.108101
-3.35,5,217.161617
-4.6,7,217.218879
-3.3,4,217.263098
15.8,40,217.570963
-0.6,8,217.632981
-1.6,8,217.702761
-4.3,4,217.733634
1.75,14,217.836646
-4.5,6,217.885416
0.7,25,218.067197
-4.6,7,218.13042
-1.15,13,218.238388
2.25,19,218.415163
15.1,33,218.688155
-3.6,7,218.749144
-3.7,8,218.806622
-1.6,10,218.878692
7.9,17,219.004765
-1.8,10,219.078652
-3.55,7,219.133809
-1.55,7,219.197219
-4.2,3,219.221845
-2.2,4,222.283682
-3.2,4,222.316092
3.9,15,222.451497
-1.1,13,222.551687
0.65,15,222.655651
-4.2,3,222.686413
-5.2,23,222.908827
9.65,30,223.145186
-0.25,15,223.262933
-4.0,21,224.050043
4.9,24,224.247957
-1.55,8,224.30393
-4.6,7,224.367493
-1.6,8,224.43529
-3.45,6,224.498701
0.75,15,224.618472
-2.9,10,224.71005
-3.15,3,224.741156
2.1,11,224.850357
-4.1,2,224.871844
-4.3,4,224.912876
1.15,12,225.018487
-2.25,4,225.047123
0.2,10,225.162804
-0.4,16,225.29476
9.5,31,225.566225
-6.1,22,225.778981
5.6,27,226.013087
-1.3,55,226.455181
-1.15,23,226.671297
-1.9,11,226.781425
-3.4,5,226.817844
-5.8,19,226.969158
2.05,11,227.06556
-4.2,3,227.090615
-0.9,11,227.201771
7.7,19,230.981843
-3.8,10,231.076301
-2.55,7,231.167843
-1.75,19,231.349274
-2.4,6,231.41671
-3.55,7,231.479898
-3.3,4,231.514798
-0.4,17,231.657206
-2.55,18,231.836111
-4.1,2,231.868899
2.85,36,233.580111
-4.3,4,233.618146
-0.7,10,233.716166
-2.35,15,233.858748
6.95,25,234.14591
0.1,23,234.38831
12.5,30,234.63158
3.95,15,234.785508
4.25,22,235.000165
3.3,20,235.183224
-2.25,5,235.232228
1.75,16,235.372535
0.5,8,235.460543
-3.15,3,235.500621
-0.65,20,235.703785
-4.35,15,235.834897
-1.5,9,235.915064
0.5,19,236.08144
-1.5,16,236.262592
-2.85,10,236.353314
-3.5,6,236.402181
23.05,52,236.82781
-3.7,19,237.00757
-3.35,5,237.050796
-3.2,3,237.085826
0.8,17,240.157641
2.75,25,240.315158
-2.65,8,240.380972
2.2,12,240.471103
-3.6,8,240.549046
-2.0,21,240.704361
12.15,34,241.191355
-3.55,7,241.237341
-3.5,6,241.282137
-4.4,5,241.32137
-3.3,15,241.42215
-4.2,23,241.566875
7.8,48,241.848675
-1.75,20,241.986661
-1.4,16,242.089523
-0.45,17,242.193305
-4.2,3,242.219583
-4.1,2,242.233786
-2.65,8,242.283306
-1.5,7,242.341572
0.1,21,242.477007
-0.65,9,242.537364
-4.2,3,242.558306
1.2,11,242.633568
4.0,13,242.721407
-1.7,9,242.800078
-2.3,4,242.829369
-4.1,2,242.846939
2.0,23,242.992318
-1.5,7,243.05159
-3.8,9,243.114255
-0.6,8,243.167352
9.55,32,243.388068
-1.6,7,243.432857
-3.3,4,243.468053
-2.6,8,243.529114
-3.3,27,243.677624
-1.75,10,243.728626
-5.0,11,243.798105
-4.1,2,246.297053
0.85,13,246.387309
3.15,32,246.579223
