#{"t_start": 1777634231.6859932, "env_id": "crossy-road-notebook/CrossyRoad-v0"}
r,l,t
0.6,25,98.727294
-1.35,5,98.771802
0.1,13,98.863781
-1.6,7,98.907764
-4.2,3,98.933437
0.6,16,99.047371
-0.95,12,99.152715
-2.45,6,99.211142
-4.5,6,99.257455
-3.25,4,99.294536
-4.6,7,99.343201
1.15,15,99.469088
1.4,20,99.606494
-2.3,5,99.647083
3.8,27,99.903155
-3.15,3,99.931317
-1.8,11,100.001997
0.7,18,100.150733
3.45,23,100.603707
-1.75,53,100.977331
1.35,29,101.181247
-3.3,5,101.216931
-0.55,17,101.494015
-2.45,6,101.610323
2.05,12,101.767413
-3.15,3,101.803522
0.35,9,101.875264
-1.9,12,101.974992
-1.0,12,105.552691
2.7,17,105.69167
3.0,23,105.87857
-3.4,5,105.931656
-4.2,3,105.965039
-4.1,2,105.986694
1.7,16,106.182308
-1.55,7,106.27554
-4.3,4,106.35026
-1.1,14,106.502146
2.8,15,106.715888
-1.35,5,106.794663
14.15,35,107.215156
-4.8,19,107.465055
2.55,20,107.689107
0.5,19,107.920126
-0.6,9,108.018807
2.1,13,108.173212
0.1,13,108.342486
-4.1,2,108.382063
-2.7,18,108.592332
-2.55,7,108.683616
-4.4,5,108.757961
1.55,19,108.993667
-4.2,3,109.083647
-2.45,6,109.159721
-4.2,3,109.202329
-1.6,7,109.312075
-3.5,6,109.382113
1.2,32,110.147929
-3.8,9,110.262864
-0.8,10,110.409655
2.3,21,110.585601
2.75,16,110.695621
-0.5,28,110.893904
0.7,17,111.059265
-3.15,13,111.160162
-3.5,6,111.208501
-2.25,4,111.250154
-4.1,2,111.273237
-4.5,6,111.355564
9.25,32,114.530517
-2.25,4,114.559416
-1.8,11,114.640073
-1.85,11,114.711182
-2.75,9,114.766855
-1.55,7,114.817822
1.0,26,115.080694
1.0,24,115.231545
1.95,13,115.350107
-4.4,5,115.404114
13.9,49,115.723194
-4.4,5,115.757241
-4.2,3,115.782076
-0.55,7,115.830587
0.15,21,115.953552
-2.4,5,115.990302
-2.25,14,116.08304
-0.6,8,116.131573
-7.0,31,116.308024
-3.15,3,116.334485
0.5,22,116.478715
-0.65,8,116.548066
0.9,13,116.624261
-2.25,5,116.659619
-0.65,40,117.787278
-4.2,13,117.873742
3.65,17,117.98313
-3.0,11,118.05397
3.9,26,118.235501
-0.95,13,118.326568
0.85,15,118.431596
-3.2,3,118.453354
-1.5,6,118.495932
-2.3,25,118.666922
-4.3,4,118.696587
-3.65,8,118.751148
-3.7,8,118.797477
10.9,28,121.730318
0.4,29,121.979068
-2.55,7,122.042097
6.15,25,122.204194
7.2,22,122.355252
-0.3,15,122.463473
-3.3,4,122.492474
-4.4,5,122.522648
-0.8,11,122.586673
3.95,13,122.670974
-2.3,44,122.957404
-2.3,4,122.991746
1.0,12,123.065909
3.05,13,123.145545
-2.5,16,123.236611
-1.6,17,123.353632
4.0,36,123.677018
1.9,23,123.91962
-3.45,6,124.60036
-3.4,5,124.646516
-1.75,9,124.726951
6.75,32,124.955777
-1.45,7,125.004815
4.5,40,125.285434
-4.4,5,125.339669
0.95,22,125.458269
-4.1,2,125.474671
-4.1,2,125.489007
6.2,31,125.677945
-3.95,11,125.739655
-4.35,16,125.832844
-0.5,7,125.877838
-3.35,15,128.54337
0.35,19,128.691314
-1.3,26,128.853064
-2.55,7,128.908724
-3.15,3,128.93452
-2.0,22,129.066344
-2.3,4,129.099359
1.9,13,129.187262
-0.7,30,129.374553
-4.3,4,129.404539
2.75,36,129.605236
-0.85,11,129.681593
-3.15,3,129.704005
-1.45,6,129.741128
-4.2,3,129.761326
0.95,13,129.853977
7.4,21,129.997896
2.0,23,130.14534
-1.7,9,130.200584
-4.1,2,130.227417
0.4,27,130.394953
-3.8,9,130.766516
-3.65,8,130.84638
-2.55,17,130.970821
-1.45,26,131.135137
13.15,34,131.351506
1.15,11,131.437181
-4.5,16,131.54983
-1.8,9,131.615355
6.1,14,131.749332
2.8,26,131.952286
-2.25,4,131.99032
-2.25,16,132.144834
-2.35,5,132.183004
-3.2,4,132.217007
-2.6,8,132.280639
1.45,8,132.342989
3.55,28,135.180452
-3.5,6,135.234881
-3.2,3,135.254608
1.15,11,135.324064
3.0,13,135.396067
7.9,34,135.609155
1.45,8,135.668605
2.8,16,135.762976
-0.75,9,135.818229
-2.5,6,135.856867
-4.2,3,135.882385
5.2,21,136.022527
5.85,28,136.214535
-3.9,10,136.278673
-2.0,11,136.341756
-3.95,11,136.414255
1.3,19,136.544023
1.3,21,136.685561
-4.1,2,136.705688
0.95,22,136.841939
-2.2,4,136.871035
-4.1,2,136.88887
-3.4,5,136.938088
3.15,12,137.345736
1.35,9,137.409447
-2.0,11,137.484405
-3.7,8,137.543404
2.4,19,137.669299
-3.9,10,137.735015
3.95,34,137.958249
0.3,8,138.002492
7.35,20,138.155966
-4.2,3,138.176033
12.8,37,138.405976
-3.15,3,138.430731
-4.2,3,138.45174
-4.1,2,138.471977
-4.1,2,138.492224
8.55,21,138.639374
-2.2,4,138.664499
-4.4,25,141.701906
18.95,49,142.051489
-5.0,11,142.126231
-3.8,9,142.190936
-2.95,11,142.272016
5.5,21,142.425596
-3.4,6,142.468831
2.4,19,142.586627
-5.1,12,142.660906
1.45,39,142.916703
12.45,33,143.143804
-4.65,18,143.264378
5.3,41,143.538774
-2.35,15,144.036447
-4.2,3,144.069661
-3.15,3,144.095869
-1.85,11,144.174126
-4.3,4,144.208519
-2.2,4,144.234238
-0.75,19,144.351009
-4.4,5,144.388819
-2.4,6,144.426932
-1.45,18,144.551128
-4.1,2,144.567499
8.5,19,144.701156
1.8,14,144.801264
-1.3,5,144.841635
-2.55,7,144.88976
0.35,9,144.946423
-4.4,5,144.983913
-2.3,5,145.030595
5.7,17,145.134466
-3.5,7,145.194338
-0.55,7,145.233374
8.5,20,145.358786
-4.2,3,145.380914
0.25,30,145.585532
-1.2,14,148.370145
4.8,14,148.467377
-3.2,3,148.490377
-1.4,7,148.539979
-3.1,12,148.606329
-2.7,8,148.665085
-0.85,10,148.743028
5.7,17,148.860029
1.65,17,148.973192
-2.4,16,149.072082
0.3,9,149.140685
10.75,18,149.260095
-2.5,7,149.318076
-1.35,15,149.415796
4.2,12,149.500041
-2.55,7,149.5454
-4.3,4,149.569255
-0.05,44,149.838517
-4.65,18,149.955264
15.55,62,150.603354
-1.55,8,150.655014
-1.85,10,150.723236
-0.35,6,150.783107
-3.25,5,150.824597
-3.0,11,150.919007
1.0,23,151.085492
-1.95,13,151.188473
-4.5,6,151.237291
0.05,14,151.347473
-4.3,4,151.374331
-4.4,5,151.405326
-4.1,2,151.425327
6.9,17,151.541045
-1.75,9,151.592326
-1.45,7,151.63395
-1.35,5,151.66772
-0.4,6,151.7219
11.0,54,155.633179
1.8,25,155.841397
3.15,22,156.001662
-0.85,10,156.087441
-4.4,5,156.119667
2.8,26,156.322911
6.75,28,156.505076
-4.3,4,156.53371
0.05,11,156.604485
1.7,17,156.728515
-3.15,3,156.748574
3.6,17,156.847635
-2.7,8,156.913529
2.0,12,157.005009
-3.75,9,157.077301
1.0,14,157.180224
-4.1,2,157.194204
-1.85,10,157.26167
1.65,18,157.380907
5.5,19,157.822641
-3.35,5,157.850901
0.5,9,157.913427
0.35,19,158.04339
-1.0,12,158.135118
1.95,13,158.22486
-0.45,7,158.280079
-0.05,13,158.375077
1.05,12,158.468981
-1.5,18,158.598149
-6.0,21,158.737963
5.25,20,158.881509
-4.2,3,158.91502
0.2,10,158.979743
3.7,27,159.211991
-3.4,36,159.477718
-1.05,24,162.481352
8.9,28,162.67098
0.95,34,162.888837
-0.2,24,163.061256
-3.75,9,163.139807
-3.25,4,163.173405
-0.7,9,163.250539
-3.8,9,163.329708
-4.1,2,163.347357
-3.2,3,163.387912
-1.1,14,163.526817
6.8,15,163.650257
0.4,9,163.729932
12.45,25,163.925481
0.75,15,164.03075
-4.4,5,164.074
-2.45,6,164.124014
-4.4,5,164.16324
-3.65,9,164.242167
-3.15,3,164.266648
-3.45,6,164.313025
0.4,8,164.651203
4.5,20,164.790549
0.5,7,164.846795
8.0,16,164.983434
0.05,11,165.053258
-1.85,12,165.151553
-4.1,2,165.168239
-1.55,7,165.215085
-0.75,9,165.266318
-3.15,3,165.287668
-2.85,11,165.368843
-1.8,9,165.434415
-0.6,8,165.493155
-2.6,18,165.603126
-1.0,12,165.68223
2.85,15,165.799953
-4.3,4,165.837326
-5.6,17,165.931257
1.85,24,166.091388
3.9,13,166.169949
-4.5,6,166.208949
-1.55,7,166.25909
-1.5,6,166.301362
5.8,78,169.349963
-1.4,6,169.390661
1.15,11,169.473614
2.1,22,169.616272
-0.75,10,169.675592
-3.9,10,169.743983
3.05,13,169.831987
-3.65,8,169.884927
-0.4,7,169.93429
-4.2,3,169.955792
5.55,20,170.096992
-2.55,7,170.150543
-3.1,22,170.332322
-4.3,4,170.369502
-4.5,6,170.419197
3.4,19,170.575624
0.6,15,171.085684
-1.3,5,171.124407
0.25,21,171.298127
-3.2,4,171.336609
-0.65,19,171.493721
-1.0,12,171.581772
-4.6,7,171.635113
-3.15,3,171.663601
-2.35,5,171.704759
5.75,26,171.903708
-3.85,20,172.052439
-3.2,13,172.150778
-0.45,6,172.199145
-4.3,4,172.237581
3.45,30,172.459922
1.2,12,172.541273
-5.3,14,172.636683
-4.1,2,172.651803
-1.65,8,172.719892
-1.85,10,172.809498
2.45,19,172.936852
9.75,28,173.131479
18.55,53,176.293265
1.5,17,176.421951
-3.25,4,176.448968
-4.1,2,176.470205
-2.0,22,176.636859
2.2,23,176.820548
-4.7,8,176.87955
-0.6,9,176.943297
13.9,28,177.145712
-3.8,10,177.213593
-3.4,5,177.252355
-0.6,9,177.321947
-2.5,7,177.376938
-1.35,6,177.422498
-1.45,7,177.467712
11.2,25,178.525801
-2.55,7,178.580756
-4.2,13,178.681874
-2.15,24,178.833617
1.45,18,178.977206
-0.45,18,179.110046
2.45,18,179.221612
9.2,23,179.401355
2.4,9,179.468754
-1.8,20,179.61162
-2.85,10,179.677975
-4.1,2,179.700247
-4.6,17,179.83684
-4.5,6,179.889797
2.2,20,180.040845
-4.6,7,180.088265
1.25,10,180.163042
19.15,81,183.652662
0.25,9,183.720395
-0.4,16,183.846834
0.55,19,183.965026
-3.25,4,183.998399
5.1,13,184.089492
-4.5,6,184.152077
-1.4,7,184.220335
2.95,25,184.39542
-0.35,6,184.442245
-2.3,5,184.492724
0.5,7,184.54706
3.75,15,184.655123
-4.5,6,184.711854
8.15,24,184.892606
-3.95,41,185.765448
-3.4,5,185.808598
-1.45,7,185.881207
4.6,38,186.225398
-0.2,15,186.391784
0.1,22,186.603127
-4.1,2,186.623138
0.4,8,186.694071
-2.2,4,186.733174
-4.5,6,186.784781
1.15,12,186.888878
-5.2,13,187.004904
-4.3,4,187.049223
-3.25,14,187.163424
-3.55,7,187.226902
-5.7,18,187.368941
-4.5,6,187.416852
0.1,12,187.500348
-0.45,7,187.544012
5.5,20,187.6848
-1.8,9,187.76268
3.9,16,187.889076
3.9,13,188.000083
0.65,17,188.129063
-2.3,15,188.253033
-3.5,6,188.295266
-3.9,10,191.447358
-0.4,35,191.685328
-0.35,6,191.731639
-0.7,19,191.863299
-1.3,6,191.91814
-0.7,18,192.081662
-1.4,6,192.14433
-0.65,19,192.304247
1.1,22,192.49973
-1.85,22,192.657923
-1.85,10,192.725554
-0.05,13,192.79499
-3.05,12,193.168767
7.15,31,193.370944
-1.4,17,193.487534
-4.2,3,193.515393
-3.4,5,193.558351
0.05,12,193.636442
-3.3,4,193.670929
-3.5,6,193.723124
-4.2,3,193.754838
1.25,19,193.880272
1.35,9,193.947036
-4.1,2,193.96304
0.55,8,194.020623
-4.3,4,194.065975
6.6,18,194.216041
-4.2,3,194.243034
9.45,22,194.401323
-1.6,7,194.456851
-0.3,15,194.552986
-3.45,6,194.602646
-3.6,18,194.714347
7.85,18,194.838688
17.45,52,195.209725
-4.7,8,195.263775
-0.65,8,195.316398
0.6,16,195.422053
-2.25,4,198.664286
4.75,36,198.968696
-2.35,6,199.02636
2.0,23,199.235736
6.85,25,199.46829
-4.2,3,199.502815
-0.3,15,199.63033
-4.7,18,199.782281
-0.45,16,199.926178
1.9,13,200.029573
-4.1,2,200.04945
-0.55,7,200.112049
-5.1,12,200.612702
-4.2,3,200.642067
9.3,40,201.019432
-2.5,7,201.080614
-5.2,13,201.17747
-3.5,6,201.229288
-0.15,14,201.340425
1.65,16,201.459293
3.6,27,201.664093
3.85,16,201.775297
-4.3,4,201.806303
0.0,12,201.901037
1.0,22,202.062474
-5.1,12,202.152063
-4.3,4,202.195354
-2.45,6,202.235825
-5.5,16,202.36079
5.55,39,202.654686
-3.4,6,202.703933
-3.3,4,202.741101
-4.5,6,202.794081
-1.9,11,202.878923
5.9,26,203.078448
-4.3,4,203.118081
-1.3,15,203.242132
-2.85,10,206.402366
-1.8,9,206.478383
1.6,17,206.594142
1.45,17,206.710529
1.3,41,207.011884
-3.8,9,207.082675
-1.45,26,207.279242
-3.65,8,207.347667
-0.25,14,207.46387
-4.4,5,207.5147
-3.15,3,207.55797
-3.15,3,207.598229
1.35,9,208.105977
2.0,14,208.231787
-4.1,2,208.250823
16.0,66,208.734058
-3.15,13,208.833984
-2.4,6,208.887415
6.0,15,209.006016
9.6,27,209.193676
-4.1,2,209.216082
-3.6,18,209.359589
-4.2,3,209.394151
-4.5,6,209.455008
-4.3,4,209.496003
-4.2,3,209.526115
-2.55,18,209.707187
-1.55,8,209.800095
-2.0,11,209.902097
-4.2,3,209.929437
-4.3,4,209.966207
-3.3,4,210.004482
-3.0,12,210.098146
2.75,16,210.207425
-3.6,8,210.271394
-0.05,23,210.453806
-4.7,8,210.537886
-3.2,3,210.569262
-1.95,11,210.668068
-4.1,2,210.705986
-3.2,3,210.746815
5.4,21,210.9211
-6.0,21,214.148958
-3.3,4,214.187605
-2.35,25,214.386456
6.45,30,214.621844
-1.65,9,214.706383
-3.8,29,214.937192
-2.25,34,215.172066
-4.3,4,215.19842
-1.5,17,216.327083
-2.75,9,216.399008
-4.4,15,216.518662
7.65,37,216.848142
0.45,9,216.936601
-0.45,7,216.993912
-1.5,6,217.063557
-2.35,5,217.110495
-3.15,3,217.143144
1.95,14,217.283646
10.5,31,217.515292
-2.1,14,217.62359
-4.3,4,217.660271
-3.25,4,217.693637
3.5,26,217.888409
-4.3,4,217.923129
0.85,23,218.095805
-1.4,6,218.150653
-2.7,8,218.211687
-2.3,5,218.259776
-1.7,9,218.329216
-4.2,3,218.3601
-4.1,2,218.380219
-4.2,3,218.412038
-2.75,9,218.492634
-2.55,17,218.629101
-0.85,43,218.964073
4.2,22,219.123064
-0.15,33,222.439918
5.8,16,222.573213
-2.45,16,222.683682
3.4,11,222.785763
-4.5,6,222.840105
-2.5,6,222.894195
-5.1,12,223.002458
3.9,15,223.112968
7.1,24,223.320457
-4.1,2,223.346443
-3.4,5,223.388159
-4.1,2,223.407164
4.05,22,224.162397
1.5,8,224.243357
1.7,26,224.465108
2.65,37,224.796027
-4.5,6,224.851006
0.7,15,224.998549
6.7,49,225.428254
9.1,32,225.735982
-2.2,4,225.774483
-3.15,3,225.804811
-3.4,5,225.845221
-1.3,5,225.892479
4.7,16,226.034594
-4.2,3,226.063861
-3.25,4,226.10792
2.05,32,226.344449
-2.7,20,226.510582
-4.4,5,226.550583
-2.4,6,226.613735
2.45,9,226.706153
-4.6,7,226.763958
4.6,26,226.971667
3.2,21,227.155518
-2.3,4,227.203807
-2.25,4,227.247328
-4.1,2,227.268127
-4.3,4,227.307451
2.0,14,231.040155
1.3,10,231.146978
-3.95,21,231.349879
-3.2,3,231.388963
-6.15,43,231.766558
-3.9,10,231.904758
-3.5,6,231.979519
2.9,14,232.115835
0.4,8,232.190084
8.2,23,233.750663
8.85,28,234.05357
-3.3,4,234.10509
-4.7,8,234.191126
-4.0,11,234.292475
-3.15,3,234.326275
2.8,45,234.724207
-4.6,7,234.808018
-3.85,10,234.907921
6.55,39,235.274355
-3.0,22,235.484229
-2.35,6,235.555245
-2.2,4,235.589653
-2.4,16,235.752052
-0.8,31,236.02262
-2.95,11,236.116766
-4.5,6,236.191155
-2.5,7,236.257099
12.3,42,236.613505
-1.4,6,236.671058
-2.3,15,236.789059
-4.6,7,236.856873
-3.4,5,236.896099
-1.85,10,236.988138
-1.7,9,237.079324
-3.4,5,237.127272
-2.6,8,240.129736
5.85,36,240.374816
-2.0,12,240.457084
-4.2,3,240.491031
0.55,7,240.550551
2.0,13,240.64758
-3.5,6,240.697024
0.25,51,241.30776
3.1,13,241.396311
-2.5,17,241.510388
-2.9,30,241.672576
-4.1,2,241.68832
-4.3,4,241.7225
-0.05,14,241.79662
-2.65,8,241.847836
-0.55,7,241.895877
-4.1,2,241.912237
-1.65,8,241.961436
2.35,20,242.093908
10.0,35,242.323613
-4.1,2,242.340658
-4.1,2,242.365499
-2.55,17,242.470967
5.25,72,242.974469
-2.45,6,243.01978
-4.1,2,243.035384
-4.4,25,243.212246
1.15,24,243.372645
-0.15,13,243.462059
-2.2,4,243.497498
-0.1,24,243.641207
0.8,36,246.3406
-3.4,5,246.371697
-3.95,21,246.49606
-3.4,5,246.532222
-2.55,7,246.572775
6.4,20,246.697033
1.1,12,246.770879
-4.6,7,246.818157
-3.7,8,246.879339
-1.65,20,247.377027
-1.7,10,247.447196
-4.6,7,247.502535
6.0,36,247.741902
-1.9,11,247.820663
5.15,23,247.975024
23.4,70,248.392057
2.85,25,248.535645
8.6,39,248.770459
-4.35,15,248.871041
-3.35,16,248.973445
-4.1,2,248.987741
-4.7,8,249.035652
-3.35,5,249.06841
-4.25,24,249.219312
-4.2,3,249.237689
2.75,27,249.453642
9.35,24,249.625505
-3.5,6,249.667497
-1.4,6,249.725385
-2.45,7,249.77639
1.55,9,249.83563
-1.3,66,252.830791
-3.25,46,253.130835
-3.7,8,253.376703
-3.15,3,253.397447
-4.3,4,253.422696
-4.3,4,253.455254
0.35,8,253.512166
1.2,21,253.662282
0.35,18,253.799993
3.2,22,253.956929
-0.25,15,254.058444
3.55,19,254.180488
5.9,17,254.275971
-0.4,6,254.311122
-2.95,11,254.379429
4.15,33,254.586571
2.1,15,254.685989
-3.3,4,254.712495
