#{"t_start": 1777634231.6859932, "env_id": "crossy-road-notebook/CrossyRoad-v0"}
r,l,t
-1.4,19,254.834936
18.35,47,255.134617
-0.35,6,255.176075
-4.1,2,255.191445
0.0,12,255.272341
-1.95,12,255.355819
0.5,17,255.45905
-2.3,5,255.493487
-1.2,35,255.727677
-2.45,16,255.834489
-3.8,9,255.91198
-4.2,23,256.082153
2.8,15,256.184397
-1.45,16,258.728655
8.5,31,258.90556
-0.85,10,258.969253
-0.1,23,259.10438
-1.65,8,259.543982
-2.95,11,259.61747
2.0,13,259.701102
-2.25,35,259.912426
13.1,46,260.19979
-2.2,13,260.306844
-3.35,5,260.339365
3.2,20,260.477871
-2.45,6,260.515514
8.1,24,260.658647
3.55,18,260.758693
-3.5,6,260.797349
-2.45,6,260.836906
-3.15,3,260.861504
4.55,28,261.035249
-4.3,4,261.058988
0.0,23,261.180202
2.4,19,261.297325
-0.75,10,261.352834
-3.5,6,261.391263
-3.85,41,261.630485
0.6,16,261.726239
-3.2,3,261.745814
-4.2,3,261.766268
-1.75,9,261.824339
2.2,23,261.985715
1.45,29,262.168118
5.65,72,265.119821
-2.2,4,265.457221
6.95,36,265.676965
-3.45,6,265.716466
-0.7,10,265.774137
6.45,20,265.903363
-4.4,5,265.932355
-0.75,10,266.004628
-4.8,9,266.068871
-1.35,7,266.127409
-4.3,4,266.16773
-1.4,6,266.21348
-3.45,26,266.448241
-1.9,22,266.639557
3.05,14,266.766538
1.95,24,266.984306
2.85,55,267.356614
-3.35,5,267.386863
-3.15,3,267.410082
10.4,54,267.763102
18.9,53,268.078202
-4.2,3,268.096418
7.75,18,268.203055
0.3,9,268.254597
-3.45,6,268.29245
-3.9,10,268.359101
-0.55,7,268.406462
-3.55,7,268.45792
-2.65,28,271.120401
-3.2,4,271.148015
-1.3,5,271.202417
5.0,34,271.901895
-0.95,21,272.024315
-4.3,4,272.05239
-3.8,9,272.111402
0.45,8,272.171656
2.85,25,272.332021
-3.6,17,272.434107
-5.0,11,272.495989
1.15,11,272.560922
-2.75,9,272.617147
-1.0,12,272.700603
-1.25,14,272.781368
-4.1,2,272.795763
-2.05,22,272.930104
-3.15,3,272.954808
9.8,50,273.256299
0.7,17,273.366812
-3.35,15,273.477387
2.0,25,273.631315
12.4,43,273.902447
3.75,28,274.090456
0.65,16,274.21191
-3.6,7,274.255948
4.1,23,274.395124
3.6,27,274.555879
-4.2,3,274.580346
4.4,28,274.747976
-4.2,3,274.772973
-2.1,24,277.484862
-4.55,17,277.58982
-3.6,7,277.96272
-0.1,24,278.124449
-3.6,7,278.185379
1.65,17,278.298359
2.65,27,278.469908
-4.3,4,278.499177
-4.9,21,278.618184
-1.0,12,278.69688
9.05,25,278.84443
1.65,16,278.956627
-0.75,9,279.024194
-4.1,2,279.037283
-4.9,24,279.165858
-4.05,12,279.260579
5.95,48,279.565027
-3.65,8,279.620079
-0.55,7,279.660281
-5.0,21,279.790213
-4.2,23,279.941048
-3.8,9,280.00677
-1.4,7,280.064046
-1.6,8,280.122105
0.3,19,280.239524
9.25,42,280.493587
5.25,41,280.735217
-4.8,19,280.861149
4.55,19,283.463031
-4.5,6,283.505382
-3.6,7,283.551984
1.9,15,284.024491
-3.8,10,284.083215
0.3,10,284.139963
1.85,35,284.359646
-4.3,4,284.399262
-5.3,14,284.494361
-2.35,5,284.540012
0.05,12,284.63413
3.9,45,284.932742
-3.3,4,284.958997
1.1,31,285.162811
0.85,14,285.253272
-6.0,31,285.439199
-5.5,26,285.604134
0.9,23,285.746385
-1.05,13,285.830604
-4.7,8,285.891127
-2.4,8,285.939672
1.2,10,286.014868
-3.2,3,286.033485
2.6,18,286.143186
3.75,17,286.244582
0.85,25,286.400271
-0.3,45,286.698528
-5.3,14,286.778809
3.1,36,286.999766
5.15,22,289.591774
-3.75,10,289.658602
4.0,45,290.166978
-3.6,7,290.209114
-4.1,2,290.234442
-0.85,10,290.316243
-1.3,5,290.353074
0.3,19,290.476221
1.1,14,290.570451
-4.2,3,290.587549
-4.1,2,290.601767
-4.8,9,290.658601
-2.6,7,290.70735
1.2,13,290.780959
6.5,21,290.920363
-3.3,14,291.007329
-5.2,13,291.095547
-3.35,5,291.128959
-1.85,11,291.203865
-3.15,13,291.301398
-3.8,9,291.361527
2.9,14,291.448144
-4.1,2,291.462578
5.45,20,291.575798
-3.25,4,291.599547
-4.5,6,291.644509
-4.2,3,291.667951
2.15,21,291.789389
-2.65,9,291.850613
4.95,35,292.071227
-1.75,9,292.128816
-4.5,6,292.165037
8.95,26,292.330272
-1.7,10,292.393128
6.2,44,292.673136
-2.15,13,292.761324
2.5,18,292.873786
-4.1,2,292.88999
-0.95,21,293.037177
-3.8,12,295.619478
-4.1,12,296.030514
-3.7,8,296.090939
4.0,15,296.215054
0.4,8,296.27204
-3.55,28,296.451838
-4.3,4,296.476133
6.35,32,296.669003
0.05,12,296.732872
-3.4,5,296.765979
-1.55,8,296.812504
3.25,14,296.894634
-2.0,12,296.962981
-3.45,6,297.00188
-0.7,10,297.0591
-2.95,11,297.131488
-2.55,7,297.17056
4.75,24,297.29752
8.8,55,297.651238
-0.7,9,297.718326
-1.35,16,297.818204
7.0,35,298.02002
3.15,25,298.177767
-0.2,16,298.281398
-4.1,2,298.300398
-4.1,2,298.315399
2.0,14,298.39314
-3.2,3,298.417128
-3.7,8,298.470868
-0.4,7,298.512871
-9.7,58,298.868119
-3.55,8,298.929718
-1.15,16,299.01537
-2.45,16,299.095821
-0.45,27,302.127198
1.75,18,302.238995
-2.65,8,302.294327
1.6,19,302.4165
-2.25,4,302.451453
6.0,38,302.699187
-5.1,12,302.766368
-4.5,17,302.871177
-2.7,28,303.033107
0.1,41,303.25448
-4.6,17,303.375985
-4.1,2,303.393333
0.2,10,303.458762
2.75,36,303.684316
-3.7,8,303.735323
-3.15,3,303.75532
-3.9,12,303.835358
-3.7,10,303.898641
-4.4,5,303.94718
-2.55,9,304.013837
-2.25,4,304.041859
3.4,31,304.250441
-1.5,6,304.295566
-0.85,10,304.352035
-1.5,7,304.395856
10.15,36,304.601211
0.8,24,304.762537
4.2,22,304.905623
-0.2,17,305.011176
-5.0,21,305.960336
-3.25,45,308.735751
-1.35,15,308.828601
-2.05,12,308.900064
-0.65,22,309.02879
-1.35,16,309.118775
3.25,20,309.231079
-1.55,7,309.276868
-1.5,7,309.316601
-4.1,2,309.331065
-4.3,4,309.361182
5.55,21,309.496435
-0.65,29,309.671354
-1.9,10,309.737628
-3.4,6,309.774579
2.8,25,309.929558
0.2,10,309.991593
-3.2,3,310.014582
-2.65,8,310.065709
-0.85,40,310.306533
9.25,34,310.505687
-4.55,17,310.634552
0.1,12,310.722012
1.0,14,310.813698
1.85,21,310.942496
-2.8,9,311.009106
-3.25,24,311.163924
-4.1,2,311.180199
1.65,29,311.362091
-2.75,9,311.423128
-3.4,5,311.454499
6.2,23,311.884692
-1.7,9,311.948168
-3.15,3,311.969959
-1.8,10,312.024661
0.55,7,314.641369
-4.1,2,314.65747
5.35,19,314.769365
-4.1,2,314.783735
-3.3,4,314.809851
1.9,23,314.964561
-5.3,24,315.147301
16.35,86,315.705333
0.75,16,315.815585
2.45,39,316.066719
-4.6,7,316.114171
0.2,10,316.168178
-0.35,7,316.216911
-2.75,9,316.302372
0.15,10,316.370369
9.15,55,316.69239
4.35,30,316.861705
-1.55,18,316.991795
7.7,33,317.254184
9.75,46,317.5445
-3.3,5,317.573421
-4.2,3,317.596684
-3.5,6,317.639765
-4.3,4,317.665092
-0.7,9,317.717921
6.55,47,321.302867
-4.2,13,321.392638
-1.15,13,321.502463
-1.55,8,321.549906
-3.5,6,321.59301
5.3,51,321.917484
0.3,11,321.991929
-1.4,27,322.160247
-5.25,34,322.380991
-1.45,7,322.426956
-2.25,4,322.460309
-2.45,7,322.504974
4.65,85,322.980275
4.9,45,323.271822
-3.2,3,323.289823
-5.5,16,323.394183
-4.35,18,323.496301
-2.65,31,323.694853
-5.6,17,323.821562
4.35,53,324.13037
8.15,31,324.635773
-3.6,7,324.678916
-4.6,17,324.786824
-0.45,17,327.413548
0.55,18,327.533651
-4.05,12,327.617034
-0.85,11,327.685573
-2.6,8,327.726974
-2.4,6,327.765813
4.8,28,327.925976
4.6,28,328.096456
-3.2,4,328.125388
5.7,46,328.385129
-4.2,3,328.412847
-2.25,4,328.436121
-2.25,4,328.465429
-2.3,5,328.500393
-4.1,13,328.59863
-0.85,11,328.664732
-0.3,17,328.759249
-5.0,11,328.821218
-3.25,4,328.845828
-5.2,24,328.97698
-0.3,14,329.06234
-3.4,5,329.099801
-3.6,29,329.261217
-1.55,7,329.313672
11.8,29,329.488983
2.85,44,329.750287
-0.45,17,329.849647
-2.9,11,329.908734
-1.8,9,329.959841
11.8,67,330.706844
-4.4,5,330.734845
-0.45,7,333.165179
-1.35,6,333.210794
0.2,11,333.268356
5.65,44,333.539465
1.05,14,333.620809
-5.0,11,333.687026
-0.25,15,333.798836
-1.45,6,333.839896
-4.2,3,333.872073
-4.4,5,333.904174
-3.35,5,333.934474
1.05,15,334.036768
-4.2,3,334.057902
-1.0,12,334.138095
-4.1,2,334.151101
3.7,19,334.276723
0.45,29,334.447577
-2.15,14,334.536767
0.2,11,334.622887
-4.4,15,334.723796
2.45,21,334.871096
-0.4,7,334.926512
0.7,16,335.030689
4.7,19,335.147319
-4.2,3,335.170704
1.15,12,335.24033
2.55,27,335.377498
-1.3,5,335.41189
1.1,21,335.534508
0.2,11,335.594313
-2.6,7,335.636921
-4.1,2,335.650901
0.05,22,335.782031
8.8,37,336.363831
-2.1,12,336.439431
-4.2,3,336.464224
0.1,21,336.60108
2.65,16,336.710656
-1.15,14,339.366955
-0.95,11,339.433845
-3.25,4,339.461663
4.25,22,339.613364
-3.4,5,339.649927
0.45,29,339.825356
6.1,24,339.959218
-1.65,8,340.00929
-4.3,4,340.043033
4.8,38,340.274902
-0.95,11,340.338217
-4.1,2,340.355271
1.4,9,340.40835
-3.45,6,340.440303
1.3,31,340.612933
9.85,51,340.893318
-2.25,66,341.296009
10.95,27,341.47491
-2.1,13,341.543225
-4.3,4,341.566226
2.8,15,341.666646
1.65,37,341.894174
-2.2,4,342.361065
-3.0,12,342.440986
-2.65,8,342.487349
-4.45,27,342.650309
-4.45,34,342.843431
-0.6,21,345.503734
-3.15,13,345.602777
-1.9,11,345.675985
-1.25,24,345.822012
-4.3,25,345.955389
2.7,27,346.129567
-4.4,5,346.162785
-2.6,17,346.248442
-4.5,6,346.292157
0.55,7,346.335104
0.7,16,346.446011
-0.95,12,346.523638
12.65,50,346.828137
3.8,15,346.921157
-4.1,2,346.940616
-3.4,15,347.039725
2.35,11,347.120099
-4.4,5,347.148939
7.65,47,347.389914
2.6,29,347.567715
-0.4,17,347.680355
16.3,39,347.953176
3.45,28,348.734311
13.1,46,349.03123
-5.3,14,349.111444
-4.3,4,349.14984
4.45,20,351.849549
5.4,20,351.985296
-2.15,16,352.115642
0.25,20,352.25837
-4.3,14,352.355436
-4.3,4,352.381561
-4.2,3,352.404824
-0.95,11,352.486068
-0.35,15,352.592366
2.45,31,352.761994
-3.2,4,352.788124
-3.15,23,352.946365
5.3,22,353.082227
3.6,29,353.257771
-2.75,9,353.311341
-1.25,24,353.452183
-2.6,9,353.505791
-0.8,23,353.65017
3.45,18,353.768599
-4.2,3,353.787508
9.75,39,354.033635
-0.6,8,354.087235
-3.3,5,354.123739
-5.3,14,354.21745
-4.8,9,354.287683
1.1,13,354.376396
-1.75,9,354.878981
1.8,18,354.986469
-1.85,10,355.059808
-4.25,14,355.134525
1.2,14,355.217293
-3.15,3,355.237283
-4.2,3,355.262038
-4.2,3,355.28104
-0.4,17,355.390795
-5.5,16,355.49196
-1.85,10,358.175537
-4.1,2,358.193004
1.15,12,358.276995
-4.1,2,358.303328
-3.25,4,358.33368
-1.4,6,358.374056
1.65,17,358.489194
-3.15,3,358.512981
-1.7,19,358.650891
3.6,26,358.826982
-3.7,8,358.885458
10.85,32,359.072075
-5.8,19,359.212445
-1.5,6,359.258038
1.1,11,359.333398
-4.4,5,359.368141
-2.45,6,359.402226
-0.4,48,359.709267
1.4,11,359.779202
-1.15,14,359.868282
0.75,25,360.009417
-4.2,3,360.028398
8.7,18,360.132841
9.85,46,360.390691
-4.4,5,360.423691
2.7,18,360.526582
-4.1,2,360.545379
4.8,29,361.606266
-2.75,9,361.665416
6.35,20,361.777277
0.45,8,361.827739
1.3,19,361.946346
-3.1,12,362.021211
-0.55,8,362.069074
0.55,57,364.957583
-1.3,35,365.160433
-0.6,8,365.231634
-3.4,7,365.282446
-1.4,7,365.342446
0.4,21,365.475854
-2.05,12,365.559937
3.2,22,365.692682
-1.35,5,365.730682
7.85,34,365.936769
16.3,44,366.202782
0.6,7,366.242774
15.05,40,366.476552
19.65,58,366.80249
2.95,15,366.888667
-4.2,13,366.96414
-1.5,16,367.057314
0.95,24,367.581374
-2.2,13,367.669563
-2.2,4,367.695691
0.45,9,367.747671
-2.9,11,367.818394
-1.55,7,367.862748
-4.2,3,367.880749
-3.4,16,367.971908
-2.0,11,368.042635
-0.55,17,368.151701
-4.1,2,368.166039
2.65,21,368.293738
-2.85,10,368.348734
-0.85,11,370.898123
-1.6,7,370.944039
-3.3,4,370.970567
-4.2,3,371.000571
-1.4,26,371.154116
-4.8,9,371.199844
-2.65,8,371.24585
1.3,50,371.576961
-3.4,5,371.618922
-1.7,8,371.67133
4.25,32,371.902544
-4.3,4,371.931661
0.45,8,371.988873
-3.8,9,372.040423
-4.65,18,372.162943
1.3,9,372.21632
-4.25,15,372.312139
-4.6,7,372.355032
-4.4,5,372.384835
-2.4,6,372.430853
-0.55,20,372.561579
-3.4,6,372.606303
-2.2,4,372.636295
8.15,25,372.790501
0.4,8,372.852018
-4.3,4,372.884694
-2.8,9,372.955524
11.45,22,373.098826
-2.05,13,373.174524
3.55,18,373.645411
5.5,28,373.808877
1.0,13,373.910495
-4.2,3,373.948368
-0.55,8,374.007292
0.15,10,374.079595
-3.05,23,374.224848
-1.5,7,374.27505
-5.7,18,374.370761
-4.1,2,374.386994
-4.7,8,374.447567
3.1,22,377.257982
-2.6,7,377.303711
8.5,33,377.472288
-5.0,11,377.532498
-4.1,2,377.546634
1.8,14,377.645237
-0.2,35,377.86778
-4.3,4,377.899546
-1.65,19,378.020821
-4.15,15,378.134573
-3.4,17,378.266203
2.3,10,378.354141
6.45,22,378.53174
2.4,9,378.598482
1.3,32,378.814897
-0.6,8,378.87309
-1.75,11,378.941479
-4.1,2,378.964507
-1.6,8,379.021077
-4.1,2,379.040499
-4.1,2,379.05621
-3.3,4,379.082036
-1.1,22,379.230319
-3.15,13,379.313585
-1.35,7,379.354313
-1.7,8,379.406038
1.9,23,379.546191
-0.55,7,379.590077
-4.3,4,379.94915
0.35,8,379.995975
1.4,20,380.144778
-0.2,14,380.241687
-4.3,4,380.276573
7.8,28,380.504022
1.05,22,380.672348
-1.5,7,380.731022
-0.7,9,380.784874
-4.2,3,380.812961
-4.5,6,380.854897
-3.3,4,380.888385
4.9,16,381.001382
-2.45,6,381.048081
-4.4,5,381.085519
-1.45,6,381.129298
-4.2,3,383.774729
-1.15,14,383.860765
4.35,31,384.034732
4.75,29,384.202635
-2.0,12,384.271637
-5.5,16,384.359378
0.4,10,384.430002
17.6,82,384.925632
-5.0,11,385.01164
0.45,8,385.080644
4.7,30,385.256325
11.3,32,385.442271
5.45,19,385.568889
-7.8,39,385.820914
-1.7,18,386.953673
-2.4,5,386.991707
4.45,19,387.127896
0.9,34,387.375603
1.15,13,387.453786
-2.75,10,387.507506
-1.1,22,387.632656
-4.6,17,387.735842
0.1,12,387.801738
-2.25,14,387.88948
1.9,14,390.491654
-3.8,9,390.567982
-3.4,25,390.731231
-3.1,12,390.803507
7.55,19,390.918422
-4.2,3,390.938421
-1.85,10,390.995144
5.05,21,391.123741
-1.65,18,391.230699
8.65,28,391.375116
0.2,31,391.593542
-4.3,4,391.624605
-0.9,11,391.69433
11.85,39,391.939199
-3.65,19,392.059633
-5.2,13,392.148313
-4.4,5,392.183613
-0.7,9,392.234382
6.9,35,392.454328
-3.2,13,392.525055
-1.85,10,393.590812
-2.9,12,393.677563
-1.95,23,393.839998
-0.65,8,393.908699
-1.55,8,393.966508
-3.5,6,394.019325
5.0,14,394.106904
2.5,9,394.169591
3.6,27,394.345384
-3.9,10,394.407295
-3.65,8,394.459713
-3.65,8,394.50973
-2.2,25,394.665461
0.95,12,394.741015
6.0,25,397.66063
2.4,29,397.861486
3.7,17,397.991784
-2.3,4,398.028895
-2.05,13,398.151467
-16.7,138,398.994201
-4.2,3,399.018289
-0.65,18,399.1304
-2.8,9,399.189883
-0.45,19,399.320009
-2.3,5,399.352525
6.95,28,399.574681
1.5,19,400.568779
-0.2,24,400.739424
0.75,18,400.852144
-3.55,7,400.896157
-4.1,2,400.911879
4.7,29,401.070378
-4.3,4,401.102505
-3.45,7,401.156556
2.3,30,401.338835
-3.45,6,401.380198
18.2,60,401.733123
1.65,26,404.650094
-4.4,5,404.706521
0.95,12,404.798851
-2.2,4,404.837811
-3.3,5,404.880101
-1.15,13,404.95898
-3.2,3,404.979981
-4.9,20,405.109423
-0.65,19,405.239822
-0.6,9,405.306166
3.75,38,405.546607
-3.65,28,405.72685
-2.6,8,405.775403
-4.2,23,405.924328
0.05,21,406.062673
-2.9,10,406.12323
-3.45,7,406.169945
-5.2,13,406.259473
-4.9,10,406.325365
-4.4,5,406.360481
-3.4,5,406.402072
0.4,21,406.523291
-0.45,7,407.032191
4.55,18,407.148258
2.0,14,407.241851
-4.4,5,407.281532
-2.55,17,407.383226
1.05,12,407.452696
0.45,30,407.642282
-4.1,2,407.664209
0.55,9,407.723536
1.5,8,407.78119
-3.5,6,407.830591
-5.2,13,407.902177
3.2,24,408.064363
-3.7,8,408.121658
-2.25,4,408.152128
-1.55,8,408.208157
-2.85,10,408.27626
-1.4,7,408.318088
-3.25,4,408.353346
-3.05,12,411.019753
0.15,11,411.088563
-2.25,4,411.120995
3.35,42,411.449804
-2.2,4,411.489815
-0.6,20,411.634812
12.25,42,411.945627
18.85,40,412.193262
-1.5,17,412.293749
-4.6,7,412.345361
-1.4,6,412.381488
-2.55,7,412.417688
-0.4,6,412.456423
9.0,26,412.60896
-5.5,16,412.719329
-2.25,4,412.759198
8.55,20,412.913174
2.25,11,413.01168
-3.15,3,413.909467
-2.25,4,413.935538
-4.2,3,413.957779
-2.35,5,413.995274
-4.2,3,414.023143
10.75,37,414.263256
1.0,14,414.352
-4.1,2,414.372847
-2.1,12,414.439795
0.3,30,414.624968
-3.6,21,414.747167
-4.5,6,414.785474
0.3,19,414.897538
-2.95,11,414.978329
-1.85,30,415.178169
-2.75,10,415.238518
-2.7,18,417.975603
0.05,13,418.056079
10.8,30,418.254419
3.5,20,418.397041
2.1,12,418.475988
5.35,30,418.684277
-2.9,10,418.766814
9.0,26,418.944748
-0.3,15,419.037822
-0.6,8,419.094563
-3.15,3,419.115519
-1.75,10,419.190595
-3.2,3,419.211634
-4.1,2,419.227215
-5.1,12,419.295331
0.6,7,419.342053
-0.1,13,419.425051
-2.45,26,419.589517
6.65,18,419.690236
-6.0,21,420.148426
1.75,17,420.285967
4.25,12,420.403574
-1.45,17,420.605039
-2.1,12,420.705207
-3.35,5,420.741561
0.7,28,420.943569
-4.1,12,421.022294
-3.25,4,421.046038
5.15,12,421.114919
-0.65,28,421.282887
-4.3,4,421.315238
0.25,23,421.478472
-1.5,7,421.536496
1.1,11,421.602182
5.1,23,421.762052
4.3,21,424.586797
-4.7,8,424.637844
1.05,12,424.712618
-1.45,6,424.760338
-2.4,6,424.806214
6.9,24,424.949187
9.2,33,425.134619
1.15,12,425.214767
1.0,12,425.303421
-3.35,5,425.343649
-4.5,6,425.399971
8.2,32,425.615329
-4.5,6,425.657225
-2.45,6,425.703409
-4.6,7,425.741266
8.8,38,425.965999
-2.35,15,426.048738
-2.85,10,426.108674
-3.15,3,426.130836
-4.4,5,426.163157
-2.25,4,426.190721
1.95,25,426.793341
6.05,23,426.942873
6.25,23,427.078511
0.05,11,427.150843
3.45,31,427.350565
-5.55,67,427.7791
3.6,19,427.906826
5.85,34,428.11125
-3.7,8,428.16616
-4.3,4,428.190911
0.55,18,431.030089
-3.4,15,431.139117
-3.75,9,431.209523
3.3,24,431.363221
-4.5,6,431.416884
0.55,19,431.53491
0.35,19,431.652633
-3.5,6,431.700548
-4.7,8,431.741914
7.9,37,431.994243
-0.55,17,432.093877
-3.4,5,432.131593
-5.2,13,432.214795
-4.1,2,432.236052
-1.55,7,432.277425
6.65,40,432.530583
-2.8,10,432.609587
12.8,30,433.196442
-4.1,2,433.212154
-1.25,16,433.328418
7.7,58,433.682978
-1.35,5,433.72536
0.25,10,433.778444
-4.2,3,433.798677
3.9,14,433.890056
-3.95,21,434.013281
8.15,45,434.255759
-4.45,16,434.346595
9.85,27,434.5076
4.85,17,434.610525
-2.75,9,437.525619
-4.1,2,437.540468
-1.65,8,437.603187
-4.1,2,437.619738
4.0,34,437.858106
-1.45,7,437.90438
1.65,28,438.112548
-4.1,2,438.129807
-2.7,9,438.179237
-3.35,5,438.214041
5.1,38,438.499589
-4.5,6,438.533888
-4.1,2,438.545419
8.6,49,438.870603
-3.85,10,438.933016
10.25,34,439.15762
4.95,14,439.554316
-4.1,2,439.572354
-3.25,4,439.601894
-3.0,14,439.715638
1.1,12,439.808714
-0.65,9,439.858344
-2.05,12,439.943444
-2.95,12,440.033015
-0.1,13,440.138605
-4.2,3,440.15913
-3.2,3,440.180163
-3.3,4,440.200185
-3.4,15,440.284741
-0.55,8,440.330775
-1.6,7,440.372319
-4.1,2,440.387329
-6.1,22,440.502926
1.3,11,440.571486
-4.2,3,440.590501
4.25,21,440.704077
1.25,11,440.763628
-4.1,2,440.779635
-0.25,17,440.889231
-2.5,6,440.915256
-5.9,40,441.140468
3.0,13,443.457551
-2.95,12,443.53912
4.55,30,443.721298
-4.2,3,443.761433
0.35,28,444.153569
6.45,19,444.37076
-2.65,8,444.447514
-1.65,8,444.518597
0.7,15,444.658713
-3.5,16,444.786908
-4.3,4,444.827806
-1.75,9,444.900665
3.8,14,444.990093
9.0,38,445.21337
1.95,13,445.294084
-2.25,4,445.589555
-0.45,6,445.624865
-1.4,6,445.667688
2.6,18,445.791432
10.35,25,445.948944
-3.65,8,446.004788
-2.45,6,446.045049
-2.7,8,446.090926
-4.2,3,446.109682
-4.1,2,446.123053
-4.1,2,446.140417
-2.1,12,446.210926
-0.95,11,446.276026
7.1,23,446.425951
-0.55,8,446.475101
-4.3,14,446.564363
3.0,26,446.729415
-5.8,19,446.8498
0.3,9,446.90792
-3.2,3,446.92603
-8.2,43,447.165352
-1.15,13,447.237632
-3.8,9,447.288112
-3.45,6,449.657402
0.55,37,449.897488
-3.6,10,449.966
14.75,84,450.455009
-4.4,5,450.487159
-2.75,19,450.595056
-3.1,12,450.66916
-2.3,4,450.695044
-3.3,5,450.727974
1.1,13,450.809262
10.25,46,451.407302
3.0,43,451.640105
-2.25,24,451.80121
0.1,12,451.878242
-4.1,13,451.956123
-3.55,18,452.062541
1.0,14,452.149888
-3.45,16,452.248698
6.85,25,452.386649
3.95,23,452.531324
-0.6,9,452.584193
-4.65,18,452.689072
0.55,19,452.79477
18.8,76,455.726761
13.65,63,456.118609
1.8,25,456.262901
-0.55,8,456.310742
0.05,11,456.370972
6.25,31,456.527725
-3.25,4,456.555574
-1.5,8,456.597031
-0.85,20,456.700448
-0.1,13,457.195015
-3.25,4,457.224918
1.35,20,457.388678
21.25,63,457.854979
-2.25,4,457.889728
-2.6,8,457.948703
8.2,23,458.114772
3.25,22,458.260185
-4.2,3,458.286293
5.75,29,458.429624
0.75,16,458.517745
20.5,75,458.963903
-3.25,4,458.993178
-2.95,11,459.076537
11.5,44,461.993293
-6.4,25,462.137435
-2.15,13,462.217001
1.15,10,462.280415
-4.0,12,462.357251
-2.8,10,462.43304
6.35,22,462.567549
1.25,10,462.633257
-0.75,10,462.699955
-3.7,8,462.7557
34.35,115,464.91806
3.45,20,465.081979
1.2,11,465.189672
-3.5,7,465.242069
-3.15,3,465.272683
-5.0,11,465.345122
-1.5,10,465.412809
5.55,28,465.579062
-4.4,5,465.608093
4.3,20,465.729841
3.65,28,465.878141
13.1,50,466.173742
0.2,11,466.251434
5.1,27,466.428112
-4.7,8,466.494749
-3.7,9,469.16946
-0.7,13,469.256819
-1.7,18,469.360041
-4.1,2,469.377003
0.75,14,469.469547
3.8,26,469.6146
-2.6,8,469.6684
-2.35,5,469.698031
2.15,32,469.921326
0.2,10,469.985889
-1.65,9,470.040825
5.9,19,470.155528
-4.7,8,470.205966
-3.65,11,470.283303
-5.0,11,470.895922
-4.9,10,470.962416
7.9,200,472.246634
-3.45,16,472.368268
2.55,37,472.59316
2.4,21,472.751712
-3.2,15,472.857746
-4.3,4,472.890217
1.7,16,473.002966
1.35,18,475.713752
3.65,16,475.80406
-0.25,19,475.921051
1.5,18,476.039217
-4.2,3,476.061329
-1.0,13,476.152774
4.25,32,476.336475
-0.85,10,476.394202
-3.35,6,476.436938
-0.5,7,476.47783
-3.35,5,476.507656
-4.1,2,476.527571
-1.65,19,476.630376
-3.05,12,477.118582
-3.15,13,477.20269
-1.0,22,477.342827
-4.4,5,477.372514
-3.55,8,477.425555
1.6,16,477.523401
-3.25,15,477.647101
-4.7,8,477.708169
-4.1,2,477.731241
-2.45,6,477.781213
-0.8,12,477.875758
2.05,35,478.101512
8.5,20,478.241575
2.8,25,478.412558
-2.15,13,478.490123
-2.1,14,478.575922
1.4,19,478.69382
-5.15,24,478.872576
-0.6,9,478.927365
21.0,61,479.323595
-2.4,6,479.368349
-0.75,9,481.921411
1.7,38,482.164171
-3.2,3,482.187299
-3.3,14,482.266547
-3.2,4,482.29761
-2.75,10,482.355653
3.4,20,482.484612
-2.15,33,482.660893
-5.0,11,482.734964
10.45,60,484.134758
-2.3,5,484.175959
4.15,21,484.310972
-6.9,30,484.492018
3.8,26,484.639099
-5.1,22,484.771849
-1.7,8,484.823041
1.25,12,484.911995
-2.1,12,484.981321
-4.4,5,485.020412
-1.6,8,485.075871
2.45,10,485.140277
0.3,9,485.204284
-4.6,7,485.249381
3.15,21,485.362688
-4.7,8,485.409687
-3.6,7,485.463619
0.9,23,485.611805
-4.3,4,485.641963
-3.1,12,485.725182
-4.0,42,486.018089
1.75,29,488.899292
8.95,30,489.065145
2.05,23,489.198747
-3.65,18,489.313506
0.5,17,489.409855
-3.55,7,489.454495
-3.3,4,489.482228
-5.2,13,489.563939
4.15,22,489.675579
-4.55,17,490.740034
3.75,16,490.840486
-3.9,10,490.912283
-2.5,17,491.022881
2.4,29,491.188938
-0.85,10,491.244179
-5.7,18,491.356954
-4.0,11,491.429451
-2.75,9,491.495909
-4.1,84,492.017187
-1.45,16,492.120245
0.55,30,492.325719
-3.65,8,492.385377
-4.1,2,492.401286
-3.15,3,492.424143
-3.6,7,492.470465
-6.25,54,492.815241
-4.2,3,492.843176
4.7,18,492.959915
1.1,14,495.74798
-2.25,5,495.793432
-3.8,10,495.857746
-2.65,39,496.123247
-0.4,16,496.23389
5.75,55,496.576982
-1.2,14,497.792584
2.35,32,498.001155
-4.5,6,498.037905
1.1,21,498.173548
1.4,28,498.34577
-3.55,17,498.445507
-0.8,51,498.718232
-3.4,15,498.809614
-1.75,31,499.006813
0.1,91,499.514741
0.0,24,499.640937
4.0,33,499.833815
-2.45,6,499.875364
-3.85,10,499.930537
3.85,24,502.501353
-3.15,3,502.520805
3.45,20,502.646006
11.7,54,502.979612
-0.5,16,503.077885
-4.95,23,503.619511
-3.6,7,503.663499
-2.3,46,503.936644
-4.7,28,504.103863
1.15,31,504.293345
