#{"t_start": 1777634231.6929932, "env_id": "crossy-road-notebook/CrossyRoad-v0"}
r,l,t
-4.5,6,236.988035
-4.9,20,240.107421
-4.5,6,240.148606
-6.2,23,240.295473
-2.35,5,240.33672
-3.7,8,240.39746
-3.15,3,240.418721
-2.4,5,240.457193
-4.6,7,240.515289
-3.8,9,240.594745
-1.55,18,240.733229
-3.4,6,240.771242
-2.35,6,240.81434
-4.3,4,240.839063
-4.1,2,240.859053
-4.3,4,240.883766
-1.8,20,241.267851
-1.65,9,241.339104
-1.55,8,241.394312
-0.35,6,241.433779
-4.3,4,241.463931
-7.1,42,241.706778
9.25,33,241.91498
0.45,8,241.969429
-4.2,23,242.117399
-3.1,15,242.210974
-4.4,5,242.251194
-1.45,27,242.433961
-1.25,15,242.528985
-3.45,6,242.576325
-1.3,15,242.673713
-3.9,10,242.750659
-3.2,3,242.779251
13.8,41,243.069129
-2.2,14,243.158299
-4.6,17,243.281005
9.85,30,243.495138
-4.3,4,243.520265
0.6,19,243.624356
-1.15,24,243.763304
-0.3,18,246.370039
-3.0,11,246.435891
-2.9,11,246.499687
0.8,14,246.595062
-4.3,4,246.618882
-0.65,19,246.730524
-4.0,11,246.797252
-2.6,7,246.848338
-0.5,7,246.901389
0.3,9,247.330675
-1.55,8,247.382
-1.15,13,247.46597
-4.1,2,247.486539
-4.1,2,247.506074
-0.95,11,247.579684
-3.25,4,247.606528
-4.3,4,247.630471
0.45,8,247.68065
-0.65,9,247.745554
-4.2,3,247.769296
-0.9,14,247.863967
4.0,24,248.019651
-0.1,15,248.123551
-1.0,12,248.190775
4.7,48,248.463116
-3.75,9,248.509587
-3.35,5,248.545391
-0.05,14,248.627836
-6.2,33,248.821452
-4.1,2,248.835701
-3.55,18,248.95399
-4.6,17,249.071424
-3.7,8,249.123124
-3.15,3,249.143133
5.9,35,249.395115
-1.6,8,249.458174
-1.4,5,249.496014
-4.1,2,249.517551
-4.1,2,249.535213
-1.45,6,249.56947
1.8,15,249.671485
-3.15,3,249.704686
4.9,26,249.880075
3.65,17,249.974566
4.7,36,252.792916
8.3,43,253.07377
-4.2,3,253.094119
5.5,29,253.485317
-0.55,8,253.541993
1.4,20,253.690152
3.3,22,253.851167
9.35,31,254.073654
-4.5,27,254.232539
1.4,19,254.338973
8.45,21,254.465059
-4.4,5,254.500574
-3.7,18,254.622558
2.45,20,254.754388
-3.25,4,254.779848
1.85,14,254.873425
-1.7,11,254.949182
2.05,34,255.152961
-2.7,12,255.23793
-4.3,4,255.271344
0.85,14,255.364179
-4.5,27,255.525937
-3.4,5,255.566476
-3.45,6,255.609825
-1.55,7,255.653345
2.3,21,255.796023
-1.75,9,255.858128
-0.65,10,255.938386
-3.05,12,256.031436
-3.15,3,256.052805
-4.2,3,256.080091
-3.7,30,258.707657
-4.4,15,258.799045
-2.35,5,258.831215
0.15,10,258.884958
3.4,22,259.015243
-1.2,14,259.112533
2.55,29,259.67804
-4.5,6,259.719826
0.1,11,259.791842
-3.4,5,259.821788
1.8,15,259.910424
4.15,21,260.031909
-3.4,5,260.061912
-3.45,28,260.262321
3.9,15,260.369601
-2.45,6,260.411099
-1.45,7,260.456617
-1.2,14,260.541981
-4.1,2,260.557964
-5.8,19,260.67055
9.2,25,260.815362
-2.95,12,260.897527
-1.8,10,260.963522
2.6,26,261.112954
-4.6,28,261.271769
-1.9,30,261.450078
-3.4,5,261.478312
-3.75,9,261.532295
5.5,30,261.704387
0.0,22,261.852544
-2.2,4,261.882805
-3.25,25,262.046416
-4.3,4,262.074773
-2.2,4,262.102501
-2.6,8,262.147082
-3.75,9,264.702142
-0.2,14,264.805009
-4.6,7,264.847004
-1.05,12,264.91474
2.85,25,265.064778
-4.2,3,265.085005
-4.1,2,265.100124
0.35,18,265.529688
-8.8,49,265.820114
-4.5,6,265.864049
0.05,26,266.037693
-3.4,5,266.08531
4.15,22,266.263408
4.05,24,266.480247
8.55,42,266.865119
-3.3,4,266.899482
-4.2,3,266.924103
-0.45,7,266.98832
3.7,18,267.11765
-2.9,12,267.200357
-2.25,14,267.276191
-3.25,4,267.304949
-2.4,5,267.339619
-1.9,11,267.423906
-3.35,6,267.468393
-4.1,2,267.483606
-5.9,20,267.615414
-4.4,5,267.653295
10.3,24,267.792493
-4.15,13,267.868502
-3.4,5,267.902495
-3.15,3,267.922404
-1.65,8,267.964858
6.1,24,268.104544
-3.3,4,268.129637
0.5,28,268.295177
-2.35,15,268.390741
-1.15,15,268.495466
0.1,20,271.10018
-1.7,9,271.183317
-2.85,10,271.256327
3.3,21,271.394216
-1.3,15,271.961096
-2.45,18,272.070318
-3.55,7,272.129487
1.0,23,272.275576
-4.3,4,272.301578
17.7,63,272.685713
3.85,24,272.833847
15.5,59,273.186232
-2.4,5,273.220277
-2.45,6,273.264996
-4.6,7,273.307908
14.85,50,273.645277
7.0,34,273.840335
2.8,14,273.943015
7.65,17,274.055152
-3.15,3,274.075741
-3.8,9,274.141431
-3.4,5,274.186422
1.15,12,274.270018
-4.5,6,274.308952
6.9,33,274.498193
2.75,15,274.592287
-3.9,10,274.646803
-2.95,11,274.715526
-1.3,5,274.752971
-3.2,4,277.34026
-4.1,2,277.361264
6.4,23,277.497647
2.35,20,277.945081
-2.55,7,278.003369
3.0,26,278.190724
8.95,36,278.425565
0.6,26,278.579258
0.9,15,278.672795
0.95,13,278.745322
2.45,17,278.856302
-2.85,11,278.930716
-0.9,11,279.004842
-2.55,7,279.056447
-3.85,20,279.166489
-2.8,9,279.228744
-5.5,16,279.331871
-4.5,6,279.376154
-3.3,4,279.401617
-4.1,2,279.416582
-3.55,7,279.462428
-1.0,14,279.544296
2.05,23,279.693763
-1.95,11,279.756832
-1.5,8,279.811181
-2.75,9,279.86846
0.8,45,280.183011
6.1,14,280.269855
-2.7,8,280.322273
4.15,21,280.443933
-1.7,21,280.570062
-2.35,6,280.6072
3.3,10,280.664405
0.3,11,280.733922
-2.45,6,280.77693
-1.3,17,280.878484
-4.3,4,280.901382
-0.3,6,283.416554
6.9,27,283.604818
-1.8,10,284.043215
-3.1,33,284.22988
-2.75,20,284.373141
4.25,22,284.545138
0.55,7,284.59613
-2.2,4,284.632733
1.9,14,284.711863
0.05,12,284.786401
-2.5,6,284.826181
-4.1,2,284.844877
-4.2,3,284.872817
4.4,21,285.021417
-3.05,13,285.103997
1.5,17,285.211527
1.35,10,285.275099
-1.5,7,285.322695
0.65,18,285.418641
-1.45,6,285.460053
-1.4,6,285.497234
-5.2,13,285.572213
1.75,18,285.691354
-3.7,9,285.754969
-0.15,14,285.845161
-1.75,9,285.904151
1.3,10,285.969637
4.75,26,286.140207
0.8,14,286.218541
-0.4,6,286.262453
-4.1,2,286.277499
-1.35,5,286.306643
2.7,16,286.406574
-0.05,13,286.49138
-0.95,53,286.822423
3.7,18,286.935951
-4.3,34,289.607147
-0.1,16,289.929845
-1.3,16,290.02937
6.55,29,290.21224
-2.0,22,290.386543
3.15,22,290.522598
-2.3,16,290.633028
-2.35,5,290.67024
-3.5,26,290.830402
2.45,19,290.95285
-2.45,8,291.005092
-1.55,7,291.044799
0.15,11,291.126944
2.1,12,291.206866
-3.4,5,291.245929
-4.2,3,291.265049
-2.65,8,291.320393
-1.5,7,291.370419
5.65,38,291.598544
4.45,28,291.76726
3.6,17,291.886163
1.45,9,291.944522
-1.05,22,292.078233
3.7,17,292.184404
-1.6,18,292.293356
-4.1,2,292.307479
-2.05,12,292.390474
3.1,13,292.46982
-2.55,7,292.520686
-0.35,7,292.561428
2.2,20,292.690991
-2.45,6,292.729393
-0.45,7,292.778777
-3.6,17,292.888577
-2.7,9,292.94276
-4.3,4,292.968728
2.35,9,293.044593
-2.2,14,295.632606
-2.75,9,296.029875
-4.5,6,296.066654
6.55,29,296.290993
-5.0,22,296.43225
-1.15,14,296.519895
-2.25,4,296.542451
-1.1,13,296.613364
-4.5,26,296.775327
13.6,48,297.058086
-4.75,19,297.174683
7.5,47,297.437089
1.65,18,297.558069
-4.3,4,297.589762
-3.15,3,297.610772
-2.1,14,297.702205
3.2,11,297.773087
2.6,27,297.926745
-0.85,11,297.989382
-1.45,6,298.036032
0.95,14,298.115058
-2.3,5,298.145401
9.9,47,298.451761
1.0,22,298.589645
-0.6,8,298.640228
-3.4,5,298.673741
-1.6,7,298.716356
-3.3,4,298.740086
-4.4,5,298.769707
4.6,17,298.880357
5.7,18,298.986013
5.1,24,299.467168
-3.8,19,302.091685
-1.95,14,302.183554
-3.3,4,302.20915
1.3,24,302.366944
-0.55,7,302.42027
0.8,15,302.514096
-3.4,5,302.548024
-4.8,9,302.606409
-4.1,2,302.622173
6.4,22,302.748919
0.95,13,302.832123
-2.35,26,302.977662
-3.25,4,303.002758
-0.9,10,303.063064
-7.7,38,303.273211
-5.1,12,303.354241
-3.5,6,303.40712
6.85,26,303.56684
6.6,29,303.760042
-4.1,2,303.775289
-1.8,20,303.901092
-4.2,3,303.928052
-5.35,25,304.115874
3.75,25,304.279443
5.55,29,304.452848
-4.1,2,304.469289
3.7,16,304.552871
0.2,10,304.618219
11.3,32,304.820295
-2.8,9,304.880497
-1.15,15,304.980933
10.45,33,306.002508
-1.1,13,308.592714
-4.9,10,308.648726
0.4,18,308.761197
-3.5,6,308.794301
-2.4,5,308.827604
-0.8,19,308.938745
7.3,33,309.128623
-3.9,20,309.239507
-4.25,24,309.393887
-2.8,10,309.458627
-5.3,14,309.547063
-3.6,7,309.589215
1.65,46,309.866931
-2.45,6,309.908261
-3.25,5,309.945141
1.25,20,310.072685
-3.1,32,310.260225
-2.8,9,310.319266
-2.3,16,310.407273
-2.2,15,310.505582
-1.7,9,310.576872
-4.8,9,310.638558
-5.6,17,310.75425
-2.6,8,310.812711
0.3,9,310.862775
0.05,12,310.941246
-5.0,11,311.018208
-4.2,3,311.043426
0.0,32,311.236986
-4.1,2,311.251203
-4.0,11,311.313114
2.45,10,311.390804
-4.8,9,311.454394
-1.3,5,311.504573
-2.05,22,311.909175
12.9,70,314.916652
-0.65,8,314.993952
-0.65,8,315.045704
-4.7,8,315.100529
0.3,31,315.321781
0.5,17,315.431352
-4.6,7,315.474654
-4.3,4,315.50247
-0.4,6,315.541415
-3.75,9,315.600013
-2.5,17,315.703231
2.35,20,315.843949
-4.1,2,315.863955
2.5,27,316.022774
-5.0,11,316.092175
0.3,22,316.237232
-4.3,4,316.276045
-4.3,4,316.317458
5.4,26,316.464746
3.05,26,316.624763
-2.45,16,316.714695
0.75,25,316.860709
-3.7,8,316.913889
-1.45,16,317.031038
-2.45,6,317.097959
-4.3,4,317.127589
0.3,11,317.205255
-4.3,4,317.232324
-4.1,2,317.252206
-0.9,22,317.391352
-4.7,8,317.441261
-2.25,4,317.471332
0.65,17,317.571683
-7.8,49,318.680531
-0.5,9,318.733856
0.0,12,321.307321
0.7,15,321.414187
-2.3,25,321.603374
1.05,12,321.679256
-2.5,17,321.788426
-3.6,7,321.829692
-4.4,5,321.858885
-2.2,16,321.958243
-5.7,18,322.074234
-0.9,11,322.137537
-1.0,13,322.225076
-1.25,27,322.400836
-3.55,7,322.458416
-2.7,8,322.51344
1.6,36,322.717569
-3.45,26,322.861032
7.35,23,322.984273
-4.1,2,322.998368
-0.7,8,323.043571
-2.75,9,323.102411
-2.5,16,323.19762
-3.35,5,323.23082
-3.15,3,323.254823
-3.65,18,323.373699
5.95,36,323.573293
-3.15,3,323.596415
-3.15,3,323.622541
-1.85,12,323.713194
0.1,11,323.794104
0.3,32,323.981284
7.95,48,324.577298
4.05,42,327.372808
-1.25,16,327.48354
-0.6,8,327.532663
-4.6,7,327.576068
-0.5,29,327.751229
-2.2,13,327.828469
-4.4,15,327.911116
-3.4,5,327.945057
-4.4,15,328.038222
1.8,46,328.312469
1.75,15,328.39685
-0.3,17,328.518618
-3.25,4,328.547521
2.75,26,328.70839
3.25,52,329.00193
-2.2,4,329.029214
6.0,27,329.184988
-4.4,5,329.210744
-1.65,8,329.265218
10.3,33,329.467883
-5.0,11,329.542018
-4.35,15,329.63222
1.25,10,329.690328
2.7,16,329.782918
-4.3,4,329.80575
-4.7,59,330.483727
-1.15,14,330.566756
-9.1,52,333.277729
-2.45,6,333.32322
8.15,25,333.462901
-1.8,11,333.537981
-2.6,7,333.579203
-1.15,23,333.717248
-2.2,4,333.742806
-4.1,2,333.763548
-1.8,10,333.839015
3.05,25,334.011656
0.1,13,334.095903
3.05,13,334.185095
-3.35,5,334.21582
-4.5,6,334.249831
4.8,29,334.424844
-1.25,15,334.516768
-3.8,9,334.593825
2.05,22,334.754193
-1.75,10,334.823624
12.2,24,334.98448
-0.5,18,335.094118
-4.1,2,335.109857
-4.6,7,335.154932
-1.4,6,335.195977
22.45,63,335.546411
-3.85,10,335.602037
-4.6,17,335.701106
-4.8,9,335.752652
-3.25,4,335.785747
-3.2,3,335.805998
5.45,21,336.273895
-1.75,9,336.328519
-0.55,10,336.397042
2.65,16,336.502707
-2.85,10,336.571398
-1.05,12,336.655984
-2.85,14,336.751052
-2.9,10,339.381542
-1.4,26,339.543455
-3.15,3,339.572122
-4.1,2,339.587173
0.0,12,339.673533
-1.7,8,339.724554
2.3,32,339.901584
-3.3,4,339.925197
-1.1,13,340.01236
-2.2,4,340.040741
-5.85,71,340.462751
-1.95,11,340.52726
-2.45,16,340.616992
-1.75,10,340.677719
7.55,48,340.929262
-3.4,5,340.957616
-3.3,14,341.039771
-2.15,14,341.120212
-6.85,50,341.453917
-4.05,22,341.57823
-4.8,9,341.630754
-1.45,7,341.68506
-4.5,6,341.720458
-0.1,14,341.80954
-1.8,20,342.384328
6.35,62,342.75227
3.3,31,345.44942
-0.25,14,345.561504
23.55,74,346.013386
12.9,59,346.366823
-3.2,24,346.536834
0.9,14,346.626035
2.8,15,346.709957
4.15,21,346.836339
-2.5,18,346.953397
-4.3,14,347.055423
-3.3,4,347.081353
0.65,27,347.239215
6.7,37,347.427828
-4.6,7,347.468471
-3.25,4,347.49156
4.25,30,347.693789
4.2,24,347.861404
-3.5,7,347.905394
0.2,10,348.558498
-2.55,8,348.606037
4.9,26,348.795038
-3.6,18,348.922426
-3.5,16,349.009884
-0.35,16,349.109546
1.2,21,351.81895
-1.75,10,351.894762
11.9,38,352.178792
-5.4,35,352.422065
-1.3,5,352.457589
-4.3,4,352.49408
-0.45,6,352.539785
-3.5,6,352.572143
-3.4,16,352.663766
0.2,10,352.717354
-5.2,13,352.797145
-3.2,3,352.823536
-3.35,5,352.857077
-0.45,9,352.914854
-2.1,12,352.989077
-0.55,9,353.041681
-2.45,6,353.08506
0.45,8,353.138253
2.05,13,353.211708
6.2,23,353.347037
0.0,13,353.421463
6.6,18,353.533378
-3.3,5,353.568595
-6.7,28,353.736957
0.2,21,353.864954
-3.15,3,353.886392
-3.8,10,353.947901
-2.5,6,353.994028
-2.5,7,354.041722
-1.55,17,354.164034
4.45,30,354.380908
-4.4,5,354.840071
0.6,28,355.02484
8.95,35,355.235045
-3.4,6,355.280037
-6.3,24,355.429296
-4.9,10,355.495665
3.6,20,358.248664
-0.5,7,358.313449
0.95,12,358.399434
12.1,58,358.79987
1.2,10,358.867453
3.75,27,359.026319
-1.65,8,359.086105
0.4,18,359.221786
-0.5,7,359.27295
2.1,22,359.41096
0.15,32,359.610155
-4.1,2,359.62413
0.15,27,359.803066
0.35,20,359.920747
-6.9,30,360.091597
-4.15,13,360.169791
0.6,16,360.261202
-1.6,8,360.307038
1.9,15,360.388687
0.0,12,360.457416
-1.3,37,361.570257
-1.85,10,361.63634
-1.35,35,361.840831
-2.35,5,361.869272
-3.6,7,361.910038
-5.2,13,361.996206
1.4,9,362.047938
-4.3,26,362.196295
-0.05,12,362.264939
-1.85,10,364.88231
-0.7,9,364.933861
3.75,16,365.033306
5.7,28,365.213346
-3.75,9,365.289449
-4.2,23,365.436654
1.5,8,365.496582
2.05,11,365.574764
5.6,19,365.689678
-1.8,9,365.748483
-3.8,10,365.813496
-1.3,5,365.846599
-1.8,11,365.906766
-5.5,16,365.995692
-2.25,14,366.087579
0.15,10,366.145575
-3.6,7,366.186775
11.7,41,366.424513
-1.1,13,366.507613
-0.05,14,366.584754
4.0,73,367.00375
3.1,26,367.520631
-2.4,6,367.564474
-4.5,6,367.605475
-4.1,2,367.621476
-4.2,3,367.64342
4.65,17,367.750287
3.8,25,367.908742
0.15,11,367.969914
0.2,11,368.039627
-4.2,14,368.124701
8.95,25,368.276738
9.3,33,370.969573
1.9,17,371.084484
-4.5,6,371.116127
4.1,36,371.326563
-0.25,15,371.433216
-1.65,9,371.48639
-2.45,16,371.595392
2.25,10,371.672093
4.2,36,371.930791
-4.1,2,371.946788
-3.0,21,372.083348
21.6,53,372.41476
9.1,24,372.58122
-4.4,5,372.614291
-4.1,2,372.634297
-4.2,3,372.660039
-2.8,11,372.718031
2.1,12,372.794474
-4.2,13,372.893247
-2.3,5,372.927941
7.55,29,373.122186
-0.55,8,373.174002
0.2,20,373.653409
-3.7,9,373.701174
-4.4,15,373.786865
-0.85,12,373.875361
-4.2,3,373.908599
-4.1,2,373.929253
0.95,15,374.045763
-0.6,19,374.172238
-0.2,14,374.258848
8.6,51,377.255104
-5.55,37,377.447318
-4.2,3,377.471148
0.95,15,377.553835
-4.6,7,377.596065
-3.15,3,377.620497
-3.35,5,377.657927
3.75,26,377.814807
-5.1,12,377.909056
-5.8,19,378.033727
-1.65,18,378.16381
1.15,12,378.266247
0.8,15,378.388483
-1.15,14,378.502728
-5.1,12,378.598172
3.5,38,378.850897
-2.6,7,378.896267
-2.45,6,378.940952
-4.1,2,378.963858
-0.45,16,379.07905
-3.15,3,379.098574
0.35,20,379.234707
0.2,11,379.297493
7.8,26,379.463658
0.95,33,380.001096
-3.6,7,380.056739
-0.4,6,380.093592
-1.35,5,380.128862
-2.3,5,380.163774
-3.25,4,380.192568
2.0,24,380.366016
-2.3,4,380.40881
0.2,10,380.505415
-3.8,10,380.577652
1.1,11,380.656017
-4.1,2,380.677171
6.9,25,380.858865
9.7,66,383.932805
-3.55,7,383.972524
10.15,32,384.145433
-3.7,8,384.200637
9.85,48,384.488362
25.75,62,384.852305
-2.15,23,385.032058
-3.15,13,385.119771
-4.25,25,385.266519
12.1,37,385.477269
1.35,10,385.543715
-3.25,5,385.586493
4.75,19,385.711712
-3.5,6,385.745695
1.25,11,385.818925
-3.3,4,385.852274
-3.2,3,386.877384
-0.5,7,386.92069
0.95,14,387.014627
0.75,14,387.125994
3.5,19,387.249675
-4.3,4,387.283047
-4.2,3,387.303778
-4.1,2,387.325602
-0.35,18,387.437751
2.6,48,387.715844
7.35,42,390.495003
-3.15,3,390.52251
0.05,12,390.601112
-3.4,15,390.693948
4.8,25,390.856512
6.7,28,391.018247
5.65,18,391.132781
2.35,32,391.303678
-1.75,19,391.424878
6.1,24,391.593602
3.45,19,391.724242
-3.6,7,391.76523
-2.55,18,391.86707
3.15,13,391.952158
0.05,13,392.02918
-1.5,7,392.084672
-4.2,3,392.105511
15.35,47,392.382599
-4.5,6,392.433329
-3.4,26,393.595223
-2.3,14,393.693365
-3.1,13,393.781415
-0.55,7,393.839004
-2.3,4,393.875119
1.5,9,393.939797
-4.2,3,393.965622
-4.2,3,393.993527
-0.25,14,394.074498
-3.45,16,394.190005
-4.1,2,394.211485
-3.75,9,394.274379
0.35,18,394.377166
14.6,52,394.699795
-2.8,10,394.768206
-0.2,15,397.61124
-3.25,4,397.642284
-0.5,8,397.703356
-4.1,2,397.720555
6.55,19,397.845194
1.45,29,398.083773
-1.6,8,398.163913
0.55,17,398.261155
-1.35,5,398.294609
-4.7,8,398.342926
0.55,8,398.39754
3.9,16,398.510854
-0.9,11,398.583013
-3.15,3,398.605165
-4.2,3,398.628538
-4.3,4,398.657454
0.65,16,398.745734
3.1,55,399.059942
-4.4,5,399.089005
3.15,13,399.167531
-3.1,12,399.249747
1.75,17,399.369517
-0.6,8,399.430782
-0.75,9,399.50455
-0.15,13,399.611449
-0.65,19,400.606874
-2.45,6,400.651234
-3.25,4,400.677241
-4.4,5,400.706688
-2.3,5,400.747413
-3.45,6,400.789417
7.85,26,400.938676
-0.35,16,401.021983
-4.6,7,401.07062
-2.55,7,401.119631
3.6,18,401.234832
4.3,20,401.357387
-4.8,9,401.417681
-4.15,13,401.503233
-1.2,13,401.573862
-5.8,19,401.682253
-0.95,23,404.545385
-4.2,3,404.579481
0.15,11,404.680799
-3.2,3,404.711228
1.9,13,404.81068
5.05,34,405.042081
2.45,22,405.187862
-3.8,9,405.259919
3.4,28,405.432904
1.0,12,405.512238
11.4,34,405.735035
1.15,11,405.803385
-0.4,17,405.909332
-2.55,7,405.961373
-3.35,5,405.99033
-0.75,19,406.106229
-3.0,11,406.190559
-1.15,13,406.274068
-2.55,17,406.401543
-4.75,49,407.173765
0.15,11,407.245279
-4.9,20,407.361517
-5.3,14,407.451696
-1.25,16,407.549243
-1.15,13,407.625525
-4.3,4,407.669173
6.25,21,407.814867
-0.2,14,407.901063
1.0,13,407.988512
-2.35,15,408.089499
-1.45,7,408.136042
3.4,10,408.215607
-4.8,42,411.074078
-0.65,9,411.146437
8.15,36,411.414841
-3.15,13,411.538564
-2.9,20,411.684361
-3.3,5,411.721908
-0.6,8,411.782365
-1.55,7,411.828981
-4.1,2,411.848131
-0.8,20,411.988728
0.0,11,412.05586
-0.8,11,412.129187
-3.45,16,412.217013
-4.3,4,412.24012
0.4,8,412.291772
-1.4,26,412.454424
1.1,22,412.578797
-3.7,9,412.631919
-0.45,7,412.685636
-3.25,4,412.718443
-3.0,12,412.805085
-4.1,2,412.822619
-0.8,11,412.921574
0.35,9,412.993672
-4.7,18,414.002391
-4.7,8,414.059605
2.85,15,414.156513
-2.45,6,414.191503
-2.35,6,414.232278
8.2,43,414.505512
-4.1,2,414.520252
-0.25,15,414.61025
-2.55,7,414.658335
-0.55,8,414.700876
6.6,27,414.857186
0.75,14,414.951011
3.75,16,415.070831
-4.9,10,415.13141
-3.85,11,415.199322
4.3,32,418.021727
-0.8,10,418.088201
-3.9,10,418.146803
-0.1,13,418.238415
-4.1,2,418.264449
0.3,21,418.411413
-1.1,13,418.493346
-2.15,14,418.589309
-0.9,11,418.66002
-4.3,4,418.697329
-2.3,4,418.729359
-4.2,3,418.750348
2.25,20,418.887695
-0.7,9,418.953788
-5.6,27,419.132993
-3.15,3,419.156104
0.6,16,419.258329
-1.55,8,419.310328
2.2,27,419.477777
-1.35,5,419.50778
-2.7,9,419.569402
16.3,46,420.187861
6.0,25,420.415279
-4.3,4,420.454242
-4.6,7,420.527787
-0.65,8,420.625873
-4.4,5,420.665982
-0.45,16,420.793107
-2.95,12,420.882715
-1.45,29,421.065435
1.95,13,421.139756
-2.2,4,421.169116
0.95,14,421.244637
-4.1,12,421.32887
4.15,20,421.476461
-0.45,6,421.51871
-2.4,5,421.554456
5.85,16,421.660716
4.95,14,421.76172
-1.8,20,424.572318
1.2,22,424.714743
-4.2,3,424.738901
8.05,24,424.890156
-3.35,25,425.026243
-6.0,21,425.161096
6.95,36,425.452677
-0.8,32,425.655957
-0.45,16,425.760498
-2.7,9,425.804801
-4.1,2,425.818511
-4.6,7,425.862162
-0.9,22,425.991538
-1.4,17,426.079407
-4.1,2,426.092948
-4.1,2,426.111292
6.15,34,426.770431
4.95,14,426.863672
4.4,31,427.050529
-3.25,4,427.082413
0.4,18,427.194836
-4.4,5,427.223644
-4.1,2,427.238706
-0.35,6,427.278735
-4.6,7,427.324021
-3.1,13,427.404223
-2.55,7,427.449986
-1.5,6,427.486249
0.6,16,427.592645
7.5,58,427.97177
-2.45,6,428.005117
1.85,15,428.08417
-1.35,5,428.131011
8.05,46,431.161668
-1.35,5,431.207634
-1.45,8,431.25815
-0.25,16,431.366564
23.25,60,431.755261
-3.95,11,431.837119
1.1,12,431.913033
1.4,18,432.024597
6.65,48,432.335531
-2.65,9,432.401407
4.75,26,432.565213
4.4,21,433.087218
0.55,9,433.153862
-2.05,13,433.252898
1.0,14,433.353009
-4.4,5,433.383017
0.95,16,433.475287
-4.1,2,433.497278
-4.2,3,433.518283
-2.35,5,433.546118
1.55,16,433.628336
-2.4,6,433.667988
-3.3,4,433.700124
11.35,22,433.839024
1.2,11,433.912184
13.1,56,434.214668
2.65,17,434.311356
-4.5,6,434.348437
3.85,14,434.427159
-3.45,6,434.46469
-0.65,18,434.572116
0.1,13,437.511054
3.55,37,437.760693
-2.2,4,437.800509
-4.3,4,437.834086
12.9,30,438.046269
-3.2,3,438.073301
5.15,22,438.224555
-3.4,5,438.269086
-2.5,8,438.332754
-1.75,9,438.397403
-0.8,10,438.467264
-3.15,23,438.63562
-0.75,9,438.698904
-3.4,5,438.724723
-2.75,9,438.771645
-4.1,2,438.789457
-1.55,7,438.833268
-6.3,24,438.9706
0.25,20,439.095654
-3.2,3,439.122552
3.75,25,439.61491
2.95,14,439.722171
-3.75,9,439.789668
-2.55,17,439.902395
-2.5,7,439.956964
-2.85,10,440.030018
-4.6,7,440.08757
0.4,8,440.146611
-0.6,19,440.25272
-3.15,13,440.334782
-4.2,3,440.350293
2.05,13,440.417349
-2.2,4,440.44137
-0.25,15,440.525954
-2.85,20,440.644538
-4.4,5,440.673069
-5.3,34,440.87823
3.8,16,440.962796
0.15,11,441.019861
5.8,19,441.123463
0.8,15,443.463078
-1.35,7,443.508108
-1.35,16,443.601192
9.8,28,443.864542
6.05,34,444.293672
27.55,58,444.833168
6.1,25,445.004584
2.5,29,445.16643
-4.35,15,445.263491
5.2,22,445.678015
-0.55,7,445.72497
2.6,51,446.05677
0.2,10,446.120045
-2.25,4,446.154075
-1.95,22,446.279373
-3.2,13,446.354066
-5.4,25,446.517295
1.8,14,446.604592
8.1,24,446.761532
-1.35,5,446.793683
-1.45,7,446.83458
16.35,32,447.02934
0.45,19,447.130472
0.25,11,447.191665
0.35,8,447.241089
3.9,25,449.730132
-1.8,25,449.87916
-2.3,5,449.921653
-3.6,7,449.973928
-2.7,9,450.028376
6.6,32,450.215262
3.7,16,450.299714
-2.5,6,450.332565
10.95,27,450.494297
-1.55,18,450.597219
6.85,17,450.704053
17.35,47,451.295636
-4.1,2,451.313182
-4.4,5,451.352279
-1.05,13,451.430108
-1.6,17,451.522335
3.15,22,451.643098
-4.3,4,451.670737
-0.7,8,451.722094
-1.9,11,451.8001
-4.1,2,451.816224
-6.0,42,452.066386
1.8,16,452.166701
0.7,16,452.261416
-4.3,4,452.284261
-1.45,6,452.317348
-5.1,12,452.383636
0.05,11,452.450966
-4.1,2,452.467084
0.3,21,452.591426
-0.35,6,452.624777
-3.15,13,452.704329
0.2,24,452.84187
9.15,36,455.523987
-3.15,13,455.595678
-3.2,3,455.625354
-4.3,4,455.649789
1.75,26,455.811657
-7.2,43,456.072264
-3.25,4,456.096404
-1.3,25,456.243412
-2.25,15,456.331843
3.1,54,456.618162
-1.7,19,456.716902
0.9,34,457.395307
-3.9,11,457.468265
-3.45,6,457.506467
-4.0,11,457.593366
4.4,22,457.761476
-4.8,9,457.825978
1.55,27,458.030131
-0.1,14,458.134792
8.5,43,458.381732
3.35,35,458.577265
-3.4,5,458.6108
-3.05,22,458.732519
-0.15,14,458.807871
1.0,13,458.887411
-4.5,6,458.923765
-2.8,10,459.002308
-0.65,10,459.080273
-4.1,12,459.150008
8.75,26,461.953909
-0.6,20,462.068683
2.2,51,462.394621
4.0,17,462.503595
2.35,21,462.641235
3.5,19,462.773017
-2.4,6,462.807085
-3.5,6,462.841431
-4.2,3,462.867141
-3.7,8,462.91426
5.2,13,462.988199
-2.55,8,464.456463
-4.3,4,464.484033
-0.8,9,464.544759
-3.2,3,464.573119
-5.1,12,464.649599
6.45,19,464.763109
-3.4,5,464.796344
3.05,13,464.885918
1.1,24,465.090663
2.0,12,465.202267
-3.2,13,465.297088
